liPageId,companyString,geoSpecial,givenUrl,isGroup,job,liTab,trimmedUrl,affiliatedCompaniesLinks,affiliatedCompaniesNames,associatedGroupsLinks,associatedGroupsNames,careers,companySize,description,followers,founded,hq,industry,jobs,specialties,stats,title,type,website,fetchDone,fetchErrorMessage,parentCompanyLink
140,Mars,,https://www.linkedin.com/company/1544?trk=vsrp_companies_res_name&trkInfo=VSRPsearchId%3A3366704411445915885261%2CVSRPtargetId%3A1544%2CVSRPcmpt%3Aprimary,0,0,0,https://www.linkedin.com/company/1544,,,,,Careers,"10,001+ employees","ABBREVIn 1911, Frank C. Mars made the first Mars candies in his Tacoma, Washington kitchen and established Mars’ first roots as a confectionery company. In the 1920s, Forrest E. Mars, Sr. joined his father in business and together they launched the MIL...","263,804 followers",NULL,NULL,"Food Production",NULL,"Petcare, Chocolate, Wrigley, Food, Drinks, Symbioscience",NULL,Mars,"Privately Held",http://www.mars.com,1,NULL,NULL
141,"Discovery Communications",,https://www.linkedin.com/company/2928?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A2928%2Cidx%3A2-1-4%2CtarId%3A1445916217440%2Ctas%3ADiscovery%20Communications,0,0,0,https://www.linkedin.com/company/2928,,,,,NULL,"5001-10,000 employees","ABBREVDiscovery Communications (Nasdaq: DISCA, DISCB, DISCK) is the leader in global entertainment reaching 3 billion cumulative subscribers in more than 220 countries and territories. For more than 30 years Discovery has been satisfying curiosity and ...","210,224 followers",1985,"One Discovery Place Silver Spring, Maryland 20910 United States",Entertainment,NULL,"Television, Media, Digital Media, Entertainment, Multiplatform, Education",NULL,"Discovery Communications","Public Company",http://www.discoverycommunications.com,1,NULL,NULL
142,"Arnold & Porter",,https://www.linkedin.com/company/162519?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A162519%2Cidx%3A2-1-4%2CtarId%3A1445916505423%2Ctas%3AArnold%20%26%20Porter,0,0,0,https://www.linkedin.com/company/162519,,,,,NULL,"1001-5000 employees","ABBREVArnold & Porter LLP is an Am Law 100 international law firm providing counsel at the intersection of business, law and regulation. With more than 800 attorneys practicing in more than 30 distinct areas of the law, we provide strategic, client-foc...","4,806 followers",NULL,NULL,"Law Practice",NULL,NULL,NULL,"Arnold & Porter",Partnership,http://www.arnoldporter.com,1,NULL,NULL
143,Sheetz,,https://www.linkedin.com/company/sheetz?trk=top_nav_home,0,0,0,https://www.linkedin.com/company/sheetz,,,,,Careers,"10,001+ employees","ABBREVBob Sheetz opened his first store in 1952, and for the past 60 years the Sheetz family has been working to create a family-owned, customer-focused convenience store experience unlike any other. Although our methods are constantly evolving, our co...","8,980 followers",1952,"5700 6th Ave Altoona, PA 16602 United States",Retail,NULL,"Fresh Food Made to Order, Sheetz Bros Coffee, Shweetz, MTO-Go",NULL,Sheetz,"Privately Held",http://www.sheetz.com,1,"ABBREVNoSuchElementException exception : no such element
  (Session info: chrome=50.0.2661.94)
  (Driver info: chromedriver=2.16.333243 (0bfa1d3575fc1044244f21ddb82bf870944ef961),platform=Windows NT 6.1 SP1 x86_64) (WARNING: The server did not provide ...",NULL
144,"The Cheesecake Factory",,https://www.linkedin.com/company/the-cheesecake-factory?trk=top_nav_home,0,0,0,https://www.linkedin.com/company/the-cheesecake-factory,,,,,Careers,"10,001+ employees","ABBREVThe Cheesecake Factory Incorporated created the upscale casual dining segment in 1978 with the introduction of its namesake concept. As a leader in the upscale casual dining industry we offer many exciting and rewarding career opportunities for s...","30,904 followers",1978,NULL,Restaurants,NULL,"High-volume, Upscale casual dining",NULL,"The Cheesecake Factory","Public Company",http://www.thecheesecakefactory.com,1,NULL,NULL
145,"Hyland Software",,https://www.linkedin.com/company/hyland-software?trk=top_nav_home,0,0,0,https://www.linkedin.com/company/hyland-software,,,,,Careers,"1001-5000 employees","ABBREVSo, who is Hyland, creator of OnBase and what do we do? Great question! Hyland is one of the largest independent enterprise content management (ECM) vendors. Our product, OnBase, is an award-winning software solution that solves problems resultin...","17,946 followers",1991,"28500 Clemens Road Westlake, OH 44145 United States","Computer Software",NULL,"ABBREVenterprise content management, document management, process management, document imaging, workflow, software as a service, SaaS, ECM, cloud computing, records management, hosted, hosting, business process management, integrations, software, BPM, ...",NULL,"Hyland, creator of OnBase","Privately Held",http://www.onbase.com,1,NULL,NULL
146,"Hyatt Hotels",,https://www.linkedin.com/company/3663581?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3663581%2Cidx%3A4-2-10%2CtarId%3A1445918453574%2Ctas%3Ahyatt%20ho,0,0,0,https://www.linkedin.com/company/3663581,,,,,NULL,"10,001+ employees","ABBREVImmerse yourself with the places and people whose every mission is to make the most of your stay. You may be staying with us for an important meeting, to explore a new city, or to reconnect with old friends. No matter the reason, you’ll find your...","7,137 followers",NULL,NULL,Hospitality,NULL,"Hotels, Meetings, Restaurants, Careers",NULL,"HYATT Hotels","Public Company",http://www.hyatthotels.hyatt.com/en/hyatthotels.html,1,"ABBREVNoSuchElementException exception : no such element
  (Session info: chrome=50.0.2661.94)
  (Driver info: chromedriver=2.16.333243 (0bfa1d3575fc1044244f21ddb82bf870944ef961),platform=Windows NT 6.1 SP1 x86_64) (WARNING: The server did not provide ...",NULL
147,"Kiewit Corporation",,https://www.linkedin.com/company/kiewit?trk=top_nav_home,0,0,0,https://www.linkedin.com/company/kiewit,,,,,Careers,"10,001+ employees","ABBREVInnovation, hard work and integrity. These are the keys to Kiewit's success. Kiewit is one of North America's largest and most respected construction and mining organizations. For over 125 years, we have delivered world-class solutions to project...","116,862 followers",1884,"1000 Kiewit Plaza Omaha, NE 68131 United States",Construction,NULL,"Building, Mining, Oil, Gas & Chemical, Power, Transportation, Water/Wastewater",NULL,Kiewit,"Privately Held",http://www.kiewit.com,1,NULL,NULL
148,Cooley,,https://www.linkedin.com/company/6027?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A6027%2Cidx%3A2-1-2%2CtarId%3A1445919275927%2Ctas%3ACooley,0,0,0,https://www.linkedin.com/company/6027,,,,,NULL,"1001-5000 employees","Clients partner with Cooley on transformative deals, complex IP and regulatory matters and high-stakes litigation, where innovation meets the law. Cooley has 900 lawyers across 12 offices in the United States, China and Europe.","7,160 followers",1920,NULL,"Law Practice",NULL,"law firm, venture capital, private equity, legal advice, going private, incorporation, litigation, technology, life sciences, clean tech, licensing, patent, litigation, trademark, employment, bankruptcy, restructuring, ESOP",NULL,"Cooley LLP",Partnership,http://www.cooley.com,1,NULL,NULL
149,"Rothstein Kass",,https://www.linkedin.com/company/15176?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A15176%2Cidx%3A2-1-2%2CtarId%3A1445919503296%2Ctas%3ARothstein%20Kass,0,0,0,https://www.linkedin.com/company/15176,,,,,NULL,"1001-5000 employees","ABBREVOn July 1, 2014 KPMG LLP, the U.S. audit, tax and advisory firm, announced its acquisition of certain assets of Rothstein Kass and the admission of most of the former Rothstein Kass principals and employees. Please follow KPMG US on LinkedIn for ...","5,354 followers",NULL,"United States",Accounting,NULL,"financial services, alternative investments, private equity, private company, family businesses, family offices, litigation/forensic accounting, business advisory services",NULL,"Rothstein Kass",Partnership,http://www.rkco.com,1,"ABBREVNoSuchElementException exception : no such element
  (Session info: chrome=50.0.2661.94)
  (Driver info: chromedriver=2.16.333243 (0bfa1d3575fc1044244f21ddb82bf870944ef961),platform=Windows NT 6.1 SP1 x86_64) (WARNING: The server did not provide ...",NULL
150,NetApp,,https://www.linkedin.com/company/netapp,0,0,0,https://www.linkedin.com/company/netapp,,,,,Careers,"10,001+ employees","ABBREVNetApp creates innovative storage and data management solutions that help accelerate business breakthroughs and deliver outstanding cost efficiency. Our dedication to principles of simplicity, innovation, and customer success has made us one of t...","290,853 followers",1992,"495 E Java Dr Sunnyvale, California 94089 United States","Information Technology and Services",NULL,"network storage, cloud computing, storage efficiency, Information management, data storage",NULL,NetApp,"Public Company",http://www.netapp.com,1,"ABBREVNoSuchElementException exception : no such element
  (Session info: chrome=50.0.2661.94)
  (Driver info: chromedriver=2.16.333243 (0bfa1d3575fc1044244f21ddb82bf870944ef961),platform=Windows NT 6.1 SP1 x86_64) (WARNING: The server did not provide ...",NULL
