Company Name,twitteruserid,id,2007 count(*),2008 count(*),2009 count(*),2010 count(*),2011 count(*),2012 count(*),2013 count(*),2014 count(*),2015 count(*),2016 count(*),2007 favoriteCount,2008 favoriteCount,2009 favoriteCount,2010 favoriteCount,2011 favoriteCount,2012 favoriteCount,2013 favoriteCount,2014 favoriteCount,2015 favoriteCount,2016 favoriteCount,2007 retweetCount,2008 retweetCount,2009 retweetCount,2010 retweetCount,2011 retweetCount,2012 retweetCount,2013 retweetCount,2014 retweetCount,2015 retweetCount,2016 retweetCount,2007 isReply,2008 isReply,2009 isReply,2010 isReply,2011 isReply,2012 isReply,2013 isReply,2014 isReply,2015 isReply,2016 isReply,2007 isRetweet,2008 isRetweet,2009 isRetweet,2010 isRetweet,2011 isRetweet,2012 isRetweet,2013 isRetweet,2014 isRetweet,2015 isRetweet,2016 isRetweet,2007 isStatusQuote,2008 isStatusQuote,2009 isStatusQuote,2010 isStatusQuote,2011 isStatusQuote,2012 isStatusQuote,2013 isStatusQuote,2014 isStatusQuote,2015 isStatusQuote,2016 isStatusQuote,2007 hasPlace,2008 hasPlace,2009 hasPlace,2010 hasPlace,2011 hasPlace,2012 hasPlace,2013 hasPlace,2014 hasPlace,2015 hasPlace,2016 hasPlace,2007 hasCoords,2008 hasCoords,2009 hasCoords,2010 hasCoords,2011 hasCoords,2012 hasCoords,2013 hasCoords,2014 hasCoords,2015 hasCoords,2016 hasCoords,2007 possiblySensitive,2008 possiblySensitive,2009 possiblySensitive,2010 possiblySensitive,2011 possiblySensitive,2012 possiblySensitive,2013 possiblySensitive,2014 possiblySensitive,2015 possiblySensitive,2016 possiblySensitive,2007 hasExtendedMediaEntities,2008 hasExtendedMediaEntities,2009 hasExtendedMediaEntities,2010 hasExtendedMediaEntities,2011 hasExtendedMediaEntities,2012 hasExtendedMediaEntities,2013 hasExtendedMediaEntities,2014 hasExtendedMediaEntities,2015 hasExtendedMediaEntities,2016 hasExtendedMediaEntities,2007 hasHashtagEntities,2008 hasHashtagEntities,2009 hasHashtagEntities,2010 hasHashtagEntities,2011 hasHashtagEntities,2012 hasHashtagEntities,2013 hasHashtagEntities,2014 hasHashtagEntities,2015 hasHashtagEntities,2016 hasHashtagEntities,2007 hasMediaEntities,2008 hasMediaEntities,2009 hasMediaEntities,2010 hasMediaEntities,2011 hasMediaEntities,2012 hasMediaEntities,2013 hasMediaEntities,2014 hasMediaEntities,2015 hasMediaEntities,2016 hasMediaEntities,2007 hasMentionEntities,2008 hasMentionEntities,2009 hasMentionEntities,2010 hasMentionEntities,2011 hasMentionEntities,2012 hasMentionEntities,2013 hasMentionEntities,2014 hasMentionEntities,2015 hasMentionEntities,2016 hasMentionEntities,2007 hasUrlEntities,2008 hasUrlEntities,2009 hasUrlEntities,2010 hasUrlEntities,2011 hasUrlEntities,2012 hasUrlEntities,2013 hasUrlEntities,2014 hasUrlEntities,2015 hasUrlEntities,2016 hasUrlEntities
KPMG,87,27064606,0,0,0,0,0,0,0,1,2185,1029,0,0,0,0,0,0,0,0,396,335,0,0,0,0,0,0,0,0,731,361,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,63,0,0,0,0,0,0,0,0,1877,905,0,0,0,0,0,0,0,0,43,63,0,0,0,0,0,0,0,0,822,449,0,0,0,0,0,0,0,1,2121,1002
CHG Healthcare Services,8,23610270,0,0,0,0,0,0,889,997,999,358,0,0,0,0,0,0,88,168,265,168,0,0,0,0,0,0,1643,912,495,175,0,0,0,0,0,0,78,41,21,3,0,0,0,0,0,0,215,125,78,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,26,19,9,0,0,0,0,0,0,692,774,791,307,0,0,0,0,0,0,112,26,19,9,0,0,0,0,0,0,618,763,665,165,0,0,0,0,0,0,673,905,953,338
Meridian Health,88,104286484,0,0,0,0,0,0,0,1114,1520,563,0,0,0,0,0,0,0,386,828,449,0,0,0,0,0,0,0,1318,143557,630,0,0,0,0,0,0,0,37,25,6,0,0,0,0,0,0,0,306,450,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,321,134,0,0,0,0,0,0,0,313,805,291,0,0,0,0,0,0,0,136,321,134,0,0,0,0,0,0,0,439,647,244,0,0,0,0,0,0,0,883,1163,449
Alston & Bird,22,50308751,0,0,17,31,64,119,154,361,449,151,0,0,1,0,0,4,15,57,115,43,0,0,0,10,18,51,45,289,576,243,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,8,13,125,146,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,17,24,8,0,0,0,0,1,9,49,234,220,91,0,0,0,0,0,2,4,17,24,8,0,0,0,1,1,10,23,170,289,111,0,0,0,0,22,99,138,342,433,143
Scripps Health,49,1100931295,0,0,0,0,0,0,406,226,163,36,0,0,0,0,0,0,21,42,28,4,0,0,0,0,0,0,770,363,455,117,0,0,0,0,0,0,6,10,11,0,0,0,0,0,0,0,303,106,127,31,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,27,16,0,0,0,0,0,0,366,191,133,28,0,0,0,0,0,0,12,1,27,16,0,0,0,0,0,0,371,200,145,33,0,0,0,0,0,0,230,145,104,29
Nugget Market,32,71633425,0,0,0,394,587,354,162,149,524,508,0,0,0,4,11,15,23,71,376,436,0,0,0,74,246,119,38,52,229,282,0,0,0,38,156,132,55,32,64,67,0,0,0,4,17,18,3,0,50,77,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,326,382,0,0,0,8,73,34,20,32,293,392,0,0,0,0,6,2,0,4,326,382,0,0,0,68,316,185,64,54,193,201,0,0,0,1,119,181,97,100,370,389
Genentech,64,27708036,0,0,0,0,0,0,0,1425,1449,362,0,0,0,0,0,0,0,346,647,260,0,0,0,0,0,0,0,2655,4607,1849,0,0,0,0,0,0,0,35,14,3,0,0,0,0,0,0,0,288,301,96,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,368,232,0,0,0,0,0,0,0,1347,1357,316,0,0,0,0,0,0,0,249,368,232,0,0,0,0,0,0,0,543,782,141,0,0,0,0,0,0,0,1060,1078,219
NetApp,6,92139388,0,0,0,184,268,51,329,310,33,1,0,0,0,0,12,4,60,110,17,0,0,0,0,23,72,21,551,410,80,1,0,0,0,11,32,6,28,38,2,0,0,0,0,4,0,0,82,46,8,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,6,0,0,0,0,143,202,29,246,225,28,1,0,0,0,0,0,0,15,15,6,0,0,0,0,52,123,19,177,159,12,1,0,0,0,2,56,42,260,251,29,0
Capital One,89,365500647,0,0,0,0,0,101,359,359,292,110,0,0,0,0,0,6,17,192,311,197,0,0,0,0,0,14,94,461,444,142,0,0,0,0,0,6,2,17,1,2,0,0,0,0,0,0,21,69,16,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,52,124,35,0,0,0,0,0,19,162,289,118,48,0,0,0,0,0,5,11,52,124,35,0,0,0,0,0,19,49,196,106,56,0,0,0,0,0,67,308,273,188,81
Umpqua Bank,65,69084338,0,0,0,384,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,56,0,0,0,0,0,0,0,0,384,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
Devon Energy,26,21628891,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Wegmans Food Markets,4,66482863,0,0,0,0,0,0,0,0,1095,2125,0,0,0,0,0,0,0,0,1407,2632,0,0,0,0,0,0,0,0,553,1165,0,0,0,0,0,0,0,0,1039,2042,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,50,0,0,0,0,0,0,0,0,28,40,0,0,0,0,0,0,0,0,37,50,0,0,0,0,0,0,0,0,1021,2028,0,0,0,0,0,0,0,0,98,162
Sherwin-Williams,109,111372861,0,0,0,0,0,0,0,1232,1741,257,0,0,0,0,0,0,0,5968,12118,9352,0,0,0,0,0,0,0,4832,7508,2550,0,0,0,0,0,0,0,879,1111,145,0,0,0,0,0,0,0,74,231,18,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,498,89,0,0,0,0,0,0,0,411,614,110,0,0,0,0,0,0,0,256,498,89,0,0,0,0,0,0,0,981,1392,191,0,0,0,0,0,0,0,205,406,91
SAS,3,1379801,0,0,0,0,0,0,0,0,1243,1999,0,0,0,0,0,0,0,0,1186,3257,0,0,0,0,0,0,0,0,514,1193,0,0,0,0,0,0,0,0,1194,1905,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,71,0,0,0,0,0,0,0,0,18,35,0,0,0,0,0,0,0,0,21,71,0,0,0,0,0,0,0,0,1177,1906,0,0,0,0,0,0,0,0,259,389
SVB Financial Group,36,17396865,0,0,0,0,0,0,0,703,1920,619,0,0,0,0,0,0,0,959,4177,2127,0,0,0,0,0,0,0,1975,7372,6175,0,0,0,0,0,0,0,132,263,33,0,0,0,0,0,0,0,173,329,112,0,0,0,0,0,0,0,1,60,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,283,176,0,0,0,0,0,0,0,394,1172,424,0,0,0,0,0,0,0,86,283,176,0,0,0,0,0,0,0,594,1486,474,0,0,0,0,0,0,0,511,1541,543
Roche Diagnostics,115,62834641,0,0,5,6,4,11,36,149,317,147,0,0,0,4,2,2,8,33,342,267,0,0,0,6,2,20,32,584,1184,463,0,0,0,0,0,1,1,0,20,16,0,0,0,0,0,0,2,87,72,14,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,64,44,0,0,0,0,0,6,21,129,228,110,0,0,0,0,0,0,1,13,64,44,0,0,0,0,0,4,17,98,165,57,0,0,0,0,1,8,22,94,91,47
Stryker,75,386225125,0,0,0,0,2,180,367,318,332,93,0,0,0,0,0,15,122,243,324,278,0,0,0,0,5,81,825,311,259,103,0,0,0,0,0,2,63,34,18,5,0,0,0,0,0,0,44,17,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,48,197,57,0,0,0,0,0,72,127,107,190,65,0,0,0,0,0,0,13,48,197,57,0,0,0,0,0,6,169,118,93,24,0,0,0,0,0,64,163,165,95,32
Gilbane,95,52426577,0,0,0,0,0,0,739,845,1039,555,0,0,0,0,0,0,135,433,831,634,0,0,0,0,0,0,4831,407608,9989,1740,0,0,0,0,0,0,81,68,29,12,0,0,0,0,0,0,324,396,516,329,0,0,0,0,0,0,0,0,64,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,193,407,282,0,0,0,0,0,0,247,404,485,305,0,0,0,0,0,0,85,193,407,282,0,0,0,0,0,0,573,692,764,443,0,0,0,0,0,0,463,519,637,327
Herman Miller,106,18084100,0,0,0,0,0,0,1154,1229,740,115,0,0,0,0,0,0,1465,5175,6791,1472,0,0,0,0,0,0,3693,6366,5879,1392,0,0,0,0,0,0,248,314,76,1,0,0,0,0,0,0,150,113,75,43,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,260,475,93,0,0,0,0,0,0,653,655,470,59,0,0,0,0,0,0,82,260,475,93,0,0,0,0,0,0,859,923,480,59,0,0,0,0,0,0,776,713,529,98
Mayo Clinic,67,18410558,0,0,0,0,0,0,0,0,844,2394,0,0,0,0,0,0,0,0,35,81,0,0,0,0,0,0,0,0,143,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,844,2382,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,844,2387
Recreational Equipment (REI),7,16583846,0,0,0,0,0,0,0,0,2289,959,0,0,0,0,0,0,0,0,25230,41830,0,0,0,0,0,0,0,0,6948,11774,0,0,0,0,0,0,0,0,2168,640,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,274,0,0,0,0,0,0,0,0,2099,257,0,0,0,0,0,0,0,0,1975,274,0,0,0,0,0,0,0,0,2143,745,0,0,0,0,0,0,0,0,1949,314
Quicken Loans,9,14336163,0,0,0,0,0,0,0,0,1119,2097,0,0,0,0,0,0,0,0,1397,2775,0,0,0,0,0,0,0,0,3914,14151,0,0,0,0,0,0,0,0,550,1430,0,0,0,0,0,0,0,0,181,215,0,0,0,0,0,0,0,0,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,369,0,0,0,0,0,0,0,0,222,323,0,0,0,0,0,0,0,0,298,369,0,0,0,0,0,0,0,0,900,1783,0,0,0,0,0,0,0,0,426,555
Rackspace Hosting,69,30262383,0,0,570,170,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bingham McCutchen,28,51201934,0,0,0,0,41,118,254,356,0,0,0,0,0,0,1,4,20,91,0,0,0,0,0,0,13,70,188,456,0,0,0,0,0,0,2,7,11,4,0,0,0,0,0,0,2,1,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,64,91,70,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,21,74,190,0,0,0,0,0,0,40,92,194,297,0,0
Mars,117,300360969,0,0,0,0,0,0,106,940,1571,610,0,0,0,0,0,0,29,659,2797,866,0,0,0,0,0,0,256,12725,19521,3525,0,0,0,0,0,0,25,333,606,423,0,0,0,0,0,0,37,305,529,80,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,123,310,54,0,0,0,0,0,0,36,438,765,133,0,0,0,0,0,0,11,123,310,54,0,0,0,0,0,0,86,722,1265,555,0,0,0,0,0,0,63,496,893,293
Plante Moran,34,632233073,0,0,0,0,0,31,6,10,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,37,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,1,3,0,0,0,0,0,0,0,20,6,8,0,0
Perkins Coie,51,32614197,0,0,127,173,186,207,315,485,498,172,0,0,3,15,4,18,11,117,165,124,0,0,1,19,43,44,108,241,363,160,0,0,1,0,0,0,2,5,13,10,0,0,0,0,0,0,4,4,30,9,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,6,0,0,103,172,176,175,113,268,372,150,0,0,0,0,0,0,0,1,19,6,0,0,5,0,0,3,9,16,69,35,0,0,0,0,64,206,309,478,467,167
Qualcomm,21,2344213357,0,0,0,0,0,0,0,244,247,0,0,0,0,0,0,0,0,83,19,0,0,0,0,0,0,0,0,5325,10297,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,143,191,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,175,0,0,0,0,0,0,0,0,140,152,0,0,0,0,0,0,0,0,163,175,0,0,0,0,0,0,0,0,163,193,0,0,0,0,0,0,0,0,94,149,0
Aéropostale,98,55592183,0,0,0,0,0,0,0,0,2635,572,0,0,0,0,0,0,0,0,915098,140768,0,0,0,0,0,0,0,0,417811,52833,0,0,0,0,0,0,0,0,842,120,0,0,0,0,0,0,0,0,145,17,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842,424,0,0,0,0,0,0,0,0,680,151,0,0,0,0,0,0,0,0,1842,424,0,0,0,0,0,0,0,0,1040,205,0,0,0,0,0,0,0,0,1007,195
Booz Allen Hamilton,79,17375116,0,0,0,0,0,0,0,0,1117,2086,0,0,0,0,0,0,0,0,1500,4411,0,0,0,0,0,0,0,0,4865,9500,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,715,1323,0,0,0,0,0,0,0,0,13,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,1083,0,0,0,0,0,0,0,0,959,1800,0,0,0,0,0,0,0,0,557,1083,0,0,0,0,0,0,0,0,908,1719,0,0,0,0,0,0,0,0,552,1187
TDIndustries,60,2870778488,0,0,0,0,0,0,0,40,287,381,0,0,0,0,0,0,0,17,116,174,0,0,0,0,0,0,0,66,1346,2954,0,0,0,0,0,0,0,2,8,7,0,0,0,0,0,0,0,10,97,125,0,0,0,0,0,0,0,0,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,97,112,0,0,0,0,0,0,0,33,199,302,0,0,0,0,0,0,0,18,97,112,0,0,0,0,0,0,0,27,183,208,0,0,0,0,0,0,0,18,158,231
Aflac,72,278365892,0,0,0,0,0,219,808,596,586,124,0,0,0,0,0,67,673,1437,8984,577,0,0,0,0,0,630,5835,3685,6841,1369,0,0,0,0,0,8,20,7,5,0,0,0,0,0,0,2,27,6,8,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,50,5,0,0,0,0,0,80,267,249,243,59,0,0,0,0,0,0,2,21,50,5,0,0,0,0,0,123,422,62,87,17,0,0,0,0,0,172,707,552,537,112
Hyland Software,122,15580925,0,0,0,0,0,0,0,0,2228,987,0,0,0,0,0,0,0,0,1856,1496,0,0,0,0,0,0,0,0,1601,1250,0,0,0,0,0,0,0,0,40,24,0,0,0,0,0,0,0,0,93,33,0,0,0,0,0,0,0,0,68,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,664,0,0,0,0,0,0,0,0,1835,850,0,0,0,0,0,0,0,0,961,664,0,0,0,0,0,0,0,0,819,367,0,0,0,0,0,0,0,0,1657,800
Nordstrom,57,15162193,0,0,0,0,0,0,0,0,0,3232,0,0,0,0,0,0,0,0,0,146544,0,0,0,0,0,0,0,0,0,51915,0,0,0,0,0,0,0,0,0,3174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,3180,0,0,0,0,0,0,0,0,0,178
Millennium: The Takeda Oncology Company,33,321974233,0,0,0,0,0,0,1409,615,867,341,0,0,0,0,0,0,320,502,3466,5730,0,0,0,0,0,0,6393,2720,4640,9088,0,0,0,0,0,0,159,8,43,20,0,0,0,0,0,0,17,39,125,82,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,61,149,122,0,0,0,0,0,0,784,392,780,300,0,0,0,0,0,0,212,61,149,122,0,0,0,0,0,0,1086,386,464,205,0,0,0,0,0,0,826,459,453,189
CarMax,85,7023592,0,0,0,0,0,0,0,0,659,2566,0,0,0,0,0,0,0,0,505,2556,0,0,0,0,0,0,0,0,377,1039,0,0,0,0,0,0,0,0,593,2445,0,0,0,0,0,0,0,0,33,65,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,79,0,0,0,0,0,0,0,0,106,284,0,0,0,0,0,0,0,0,30,79,0,0,0,0,0,0,0,0,616,2457,0,0,0,0,0,0,0,0,19,80
FedEx,103,2314188024,0,0,0,0,0,0,0,0,1,1446,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,1446,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1446
Novo Nordisk,38,194037150,1,0,0,0,0,0,432,461,531,152,0,0,0,0,0,0,189,465,1717,1951,0,0,0,0,0,0,3080,1978,5038,1313,1,0,0,0,0,0,39,152,106,40,0,0,0,0,0,0,158,187,181,16,0,0,0,0,0,0,0,0,49,21,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,146,197,34,0,0,0,0,0,0,318,294,373,86,0,0,0,0,0,0,65,146,197,34,1,0,0,0,0,0,252,358,371,79,0,0,0,0,0,0,309,245,331,88
DreamWorks Animation SKG,13,25341996,0,0,0,0,0,0,0,536,2190,503,0,0,0,0,0,0,0,28974,143075,54969,0,0,0,0,0,0,0,36316,214616,72542,0,0,0,0,0,0,0,19,114,30,0,0,0,0,0,0,0,148,427,213,0,0,0,0,0,0,0,0,72,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,1222,300,0,0,0,0,0,0,0,365,1860,376,0,0,0,0,0,0,0,261,1222,300,0,0,0,0,0,0,0,236,893,312,0,0,0,0,0,0,0,248,614,149
PricewaterhouseCoopers,43,61215722,0,0,0,0,0,0,708,737,1061,716,0,0,0,0,0,0,426,794,1814,2489,0,0,0,0,0,0,1052,1789,15026,4763,0,0,0,0,0,0,68,30,16,19,0,0,0,0,0,0,85,65,160,212,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,129,201,238,0,0,0,0,0,0,493,489,875,619,0,0,0,0,0,0,114,129,201,238,0,0,0,0,0,0,465,516,697,541,0,0,0,0,0,0,304,294,604,395
Teach For America,66,19918047,0,0,0,0,0,0,0,0,402,2835,0,0,0,0,0,0,0,0,2321,11202,0,0,0,0,0,0,0,0,2426,16850,0,0,0,0,0,0,0,0,140,1414,0,0,0,0,0,0,0,0,30,598,0,0,0,0,0,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,535,0,0,0,0,0,0,0,0,143,1026,0,0,0,0,0,0,0,0,140,535,0,0,0,0,0,0,0,0,236,2337,0,0,0,0,0,0,0,0,220,802
