Company Name,fbId,fbPageId,2007 count(*),2008 count(*),2009 count(*),2010 count(*),2011 count(*),2012 count(*),2013 count(*),2014 count(*),2015 count(*),2016 count(*),2007 commentsCount,2008 commentsCount,2009 commentsCount,2010 commentsCount,2011 commentsCount,2012 commentsCount,2013 commentsCount,2014 commentsCount,2015 commentsCount,2016 commentsCount,2007 likesCount,2008 likesCount,2009 likesCount,2010 likesCount,2011 likesCount,2012 likesCount,2013 likesCount,2014 likesCount,2015 likesCount,2016 likesCount,2007 reactionsCount,2008 reactionsCount,2009 reactionsCount,2010 reactionsCount,2011 reactionsCount,2012 reactionsCount,2013 reactionsCount,2014 reactionsCount,2015 reactionsCount,2016 reactionsCount,2007 sharesCount,2008 sharesCount,2009 sharesCount,2010 sharesCount,2011 sharesCount,2012 sharesCount,2013 sharesCount,2014 sharesCount,2015 sharesCount,2016 sharesCount,2007 hasCaption,2008 hasCaption,2009 hasCaption,2010 hasCaption,2011 hasCaption,2012 hasCaption,2013 hasCaption,2014 hasCaption,2015 hasCaption,2016 hasCaption,2007 blankMessage,2008 blankMessage,2009 blankMessage,2010 blankMessage,2011 blankMessage,2012 blankMessage,2013 blankMessage,2014 blankMessage,2015 blankMessage,2016 blankMessage,2007 updatedLater,2008 updatedLater,2009 updatedLater,2010 updatedLater,2011 updatedLater,2012 updatedLater,2013 updatedLater,2014 updatedLater,2015 updatedLater,2016 updatedLater,2007 hasParent,2008 hasParent,2009 hasParent,2010 hasParent,2011 hasParent,2012 hasParent,2013 hasParent,2014 hasParent,2015 hasParent,2016 hasParent,2007 hasPlace,2008 hasPlace,2009 hasPlace,2010 hasPlace,2011 hasPlace,2012 hasPlace,2013 hasPlace,2014 hasPlace,2015 hasPlace,2016 hasPlace,2007 hasMessageTags,2008 hasMessageTags,2009 hasMessageTags,2010 hasMessageTags,2011 hasMessageTags,2012 hasMessageTags,2013 hasMessageTags,2014 hasMessageTags,2015 hasMessageTags,2016 hasMessageTags,2007 hasSource,2008 hasSource,2009 hasSource,2010 hasSource,2011 hasSource,2012 hasSource,2013 hasSource,2014 hasSource,2015 hasSource,2016 hasSource,2007 hasTo,2008 hasTo,2009 hasTo,2010 hasTo,2011 hasTo,2012 hasTo,2013 hasTo,2014 hasTo,2015 hasTo,2016 hasTo,2007 postedFromApp,2008 postedFromApp,2009 postedFromApp,2010 postedFromApp,2011 postedFromApp,2012 postedFromApp,2013 postedFromApp,2014 postedFromApp,2015 postedFromApp,2016 postedFromApp,2007 added_photosStory,2008 added_photosStory,2009 added_photosStory,2010 added_photosStory,2011 added_photosStory,2012 added_photosStory,2013 added_photosStory,2014 added_photosStory,2015 added_photosStory,2016 added_photosStory,2007 shared_storyStory,2008 shared_storyStory,2009 shared_storyStory,2010 shared_storyStory,2011 shared_storyStory,2012 shared_storyStory,2013 shared_storyStory,2014 shared_storyStory,2015 shared_storyStory,2016 shared_storyStory,2007 added_videoStory,2008 added_videoStory,2009 added_videoStory,2010 added_videoStory,2011 added_videoStory,2012 added_videoStory,2013 added_videoStory,2014 added_videoStory,2015 added_videoStory,2016 added_videoStory,2007 mobile_status_updateStory,2008 mobile_status_updateStory,2009 mobile_status_updateStory,2010 mobile_status_updateStory,2011 mobile_status_updateStory,2012 mobile_status_updateStory,2013 mobile_status_updateStory,2014 mobile_status_updateStory,2015 mobile_status_updateStory,2016 mobile_status_updateStory,2007 published_storyStory,2008 published_storyStory,2009 published_storyStory,2010 published_storyStory,2011 published_storyStory,2012 published_storyStory,2013 published_storyStory,2014 published_storyStory,2015 published_storyStory,2016 published_storyStory,2007 created_noteStory,2008 created_noteStory,2009 created_noteStory,2010 created_noteStory,2011 created_noteStory,2012 created_noteStory,2013 created_noteStory,2014 created_noteStory,2015 created_noteStory,2016 created_noteStory,2007 wall_postStory,2008 wall_postStory,2009 wall_postStory,2010 wall_postStory,2011 wall_postStory,2012 wall_postStory,2013 wall_postStory,2014 wall_postStory,2015 wall_postStory,2016 wall_postStory,2007 created_eventStory,2008 created_eventStory,2009 created_eventStory,2010 created_eventStory,2011 created_eventStory,2012 created_eventStory,2013 created_eventStory,2014 created_eventStory,2015 created_eventStory,2016 created_eventStory,2007 noTypeStory,2008 noTypeStory,2009 noTypeStory,2010 noTypeStory,2011 noTypeStory,2012 noTypeStory,2013 noTypeStory,2014 noTypeStory,2015 noTypeStory,2016 noTypeStory
Baptist Health South Florida,127900310965,37,0,22,81,408,39,280,466,498,194,16,0,10,75,446,65,314,613,738,446,20,0,54,479,3460,506,8458,15689,19707,9891,555,0,54,479,3460,506,8458,15689,19707,10012,568,0,0,2,119,8,1051,2894,3288,1711,113,0,10,24,133,0,71,108,115,80,6,0,2,6,17,2,13,11,9,7,1,0,18,52,240,20,160,299,280,87,5,0,0,1,32,1,30,12,2,1,1,0,0,0,3,0,10,7,14,6,1,0,0,0,88,1,86,45,45,20,3,0,1,2,12,0,8,18,15,4,0,0,0,0,88,1,86,44,46,20,3,0,0,0,0,0,11,221,316,80,9,0,9,35,151,20,148,228,223,57,5,0,9,24,153,1,94,111,112,79,6,0,1,2,0,0,0,1,1,0,0,0,1,5,74,18,36,123,162,58,5,0,0,0,0,0,0,0,0,0,0,0,2,15,22,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0
NetApp,144947005540685,5,0,0,27,28,0,58,82,52,28,2,0,0,2,6,0,4,5,4,0,0,0,0,41,58,0,144,214,158,27,4,0,0,41,58,0,144,214,158,27,4,0,0,0,4,0,30,32,4,0,0,0,0,20,22,0,34,46,17,1,0,0,0,2,5,0,32,38,33,27,2,0,0,26,24,0,55,77,47,28,2,0,0,0,1,0,17,28,28,25,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,0,2,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,3,10,7,2,0,0,0,20,23,0,51,72,45,26,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One,131080263606125,87,0,0,21,107,11,117,183,146,80,12,0,0,100,11770,909,4535,7409,10998,15728,3608,0,0,342,71066,2359,65952,68001,132467,82455,44712,0,0,342,72888,2359,65953,68006,132474,83656,45762,0,0,0,547,63,7084,5132,15380,6702,6436,0,0,13,50,6,41,29,18,13,3,0,0,0,10,0,8,13,4,0,0,0,0,13,41,4,54,51,33,12,0,0,0,0,1,0,0,6,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,40,66,65,40,5,0,0,0,3,0,2,6,16,18,2,0,0,0,2,0,36,66,65,40,5,0,0,0,3,0,7,83,84,66,10,0,0,0,12,1,103,149,111,49,7,0,0,13,50,6,5,27,19,14,3,0,0,0,0,0,1,5,16,17,2,0,0,8,38,3,8,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
Umpqua Bank,136874746358544,63,0,0,0,135,0,518,423,215,90,12,0,0,0,149,0,6713,1534,1607,312,35,0,0,0,443,0,20350,13113,15602,6210,1254,0,0,0,443,0,20350,13113,15602,6347,1261,0,0,0,65,0,5213,1583,3375,845,144,0,0,0,74,0,235,222,95,45,6,0,0,0,0,0,10,10,7,7,0,0,0,0,89,0,219,189,93,43,6,0,0,0,4,0,40,16,4,5,0,0,0,0,0,0,6,1,0,3,0,0,0,0,7,0,66,113,75,20,1,0,0,0,5,0,14,21,20,10,2,0,0,0,7,0,69,114,75,20,1,0,0,0,1,0,0,1,0,4,2,0,0,0,12,0,96,67,81,33,5,0,0,0,90,0,286,236,92,42,6,0,0,0,0,0,0,0,5,0,0,0,0,0,29,0,135,120,33,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,0,1,0,0,0,0
Sherwin-Williams,309180132920,111,0,0,108,235,3,304,363,266,110,13,0,0,557,2560,57,14831,26052,15940,5362,420,0,0,747,4699,176,35032,152025,311387,223829,21887,0,0,747,4699,176,35032,152026,311392,224612,22075,0,0,65,823,6,7566,19278,39356,18350,1613,0,0,52,100,1,61,41,48,17,0,0,0,0,3,0,3,1,3,10,0,0,0,35,52,0,66,61,33,10,0,0,0,2,15,0,1,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,19,29,20,4,0,0,5,5,0,2,1,20,20,1,0,0,0,10,0,11,19,28,20,4,0,0,0,4,1,52,14,0,0,0,0,0,6,70,1,144,262,181,70,12,0,0,54,107,1,80,43,41,26,0,0,0,2,2,0,0,0,13,14,1,0,0,46,51,1,69,55,31,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0
SAS,140344030787,3,0,0,0,0,0,114,59,1,0,0,0,0,0,0,0,9984,8055,4,0,0,0,0,0,0,0,124651,74023,200,0,0,0,0,0,0,0,124652,74023,200,0,0,0,0,0,0,0,5523,3102,11,0,0,0,0,0,0,0,26,8,1,0,0,0,0,0,0,0,19,9,1,0,0,0,0,0,0,0,32,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,50,0,0,0,0,0,0,0,0,25,7,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVB Financial Group,17979232866,35,7,95,77,205,0,248,264,167,76,3,0,4,10,43,0,126,209,119,50,5,0,12,49,500,0,2331,4457,3647,2310,45,0,12,49,502,0,2331,4457,3647,2320,45,0,0,0,55,0,283,431,351,269,4,0,9,34,148,0,133,143,79,35,0,0,2,2,1,0,11,3,1,4,0,7,92,71,186,0,181,154,101,52,2,0,0,0,8,0,25,17,9,4,0,0,0,0,0,0,11,10,4,2,0,0,0,0,56,0,148,138,79,37,0,0,0,1,3,0,18,26,9,4,0,0,0,0,56,0,147,135,79,36,0,0,0,24,38,0,5,59,114,62,3,0,5,6,13,0,89,105,79,41,3,0,9,34,148,0,146,150,85,35,0,0,0,0,1,0,2,1,0,0,0,0,4,28,35,0,8,5,3,0,0,0,0,0,7,0,1,0,0,0,0,7,76,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0
Roche Diagnostics,116286801731230,117,0,0,110,366,17,445,428,609,342,45,0,0,52,686,60,921,1059,2041,1030,175,0,0,385,3034,261,9486,9171,29097,24517,3866,0,0,385,3034,261,9486,9172,29101,24787,3912,0,0,0,73,6,735,755,2524,2686,229,0,0,9,132,8,260,223,340,167,10,0,0,6,66,0,26,2,3,2,0,0,0,87,201,7,251,241,337,124,10,0,0,0,3,0,8,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,18,44,66,19,1,0,0,0,4,0,0,0,0,1,0,0,0,99,257,12,379,364,488,304,45,0,0,0,1,0,33,61,113,97,17,0,0,9,59,4,170,224,342,168,10,0,0,0,2,0,0,0,0,0,0,0,0,27,140,9,144,143,154,77,18,0,0,74,159,4,97,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Gilbane,258541740902855,95,0,0,0,0,0,7,17,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herman Miller,162638622561,108,0,34,157,306,1,510,335,294,189,21,0,40,306,851,3,2226,1346,437,211,28,0,164,1509,7746,52,58588,60579,28308,13311,1645,0,164,1509,7746,52,58590,60579,28311,13417,1672,0,7,14,825,1,11168,9253,4688,2627,303,0,32,123,211,1,81,30,70,33,4,0,0,4,6,0,26,28,31,8,1,0,17,75,146,0,153,103,113,79,5,0,0,0,0,0,34,43,29,5,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,9,43,104,58,4,0,1,3,4,0,15,8,20,24,3,0,0,0,0,0,16,53,107,58,4,0,0,0,0,0,0,5,23,8,0,0,5,21,78,0,393,269,182,130,14,0,29,107,208,1,105,64,98,36,5,0,0,0,0,0,2,2,12,17,1,0,0,29,20,0,10,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Mayo Clinic,7673082516,65,1,161,267,616,22,728,1588,2406,1599,239,0,304,770,3857,204,14837,16844,34572,23328,3408,3,1018,4851,23869,884,352852,601353,1277052,908845,133446,3,1018,4851,23872,884,352852,601354,1277066,918576,136446,0,38,120,3221,70,49103,168478,367443,248384,35676,0,19,76,453,15,483,720,929,747,131,0,0,18,233,2,95,41,29,15,1,1,78,82,164,9,148,217,277,243,48,0,0,0,3,0,12,66,95,32,2,0,0,0,10,0,1,1,3,0,0,0,0,1,11,0,35,103,65,47,5,0,61,84,193,4,102,115,74,49,10,0,0,1,11,0,34,103,65,47,5,0,0,0,2,0,149,1262,2246,1539,231,0,0,8,30,5,195,767,1362,799,102,0,19,69,459,15,490,785,1022,780,132,0,61,64,47,0,0,0,3,17,4,0,3,15,49,2,32,34,17,3,0,0,0,0,0,0,1,1,1,0,0,0,62,110,21,0,0,0,0,0,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,1,0,0,0,10,0,1,0,0,0,0
Recreational Equipment (REI),9062006483,7,0,0,0,0,0,440,138,612,515,61,0,0,0,0,0,19057,3793,36363,35689,3832,0,0,0,0,0,440065,256883,2231686,2263024,287263,0,0,0,0,0,440065,256884,2231708,2279913,292033,0,0,0,0,0,61616,15008,167410,112992,11859,0,0,0,0,0,89,4,44,50,3,0,0,0,0,0,8,1,18,29,3,0,0,0,0,0,60,28,85,77,10,0,0,0,0,0,53,5,13,16,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,56,26,136,112,9,0,0,0,0,0,27,4,28,36,3,0,0,0,0,0,62,26,136,112,9,0,0,0,0,0,0,106,422,350,43,0,0,0,0,0,272,128,526,418,52,0,0,0,0,0,146,9,57,63,4,0,0,0,0,0,3,0,25,29,3,0,0,0,0,0,11,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,5,0,0,0,0
Quicken Loans,435141649940642,9,0,0,0,0,0,33,139,157,155,30,0,0,0,0,0,0,2,52,210,31,0,0,0,0,0,27,233,832,1549,263,0,0,0,0,0,27,233,832,1567,272,0,0,0,0,0,12,84,212,264,50,0,0,0,0,0,30,110,84,56,10,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,33,134,121,109,22,0,0,0,0,0,0,6,6,9,1,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,8,31,40,37,10,0,0,0,0,0,0,4,10,9,2,0,0,0,0,0,8,31,40,37,10,0,0,0,0,0,24,86,46,8,3,0,0,0,0,0,2,23,69,85,17,0,0,0,0,0,6,33,51,63,11,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,2,2,5,1,0,0,0,0,0,24,81,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rackspace Hosting,147298628669538,68,0,0,0,53,0,16,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,17,0,19,0,0,0,0,0,0,0,19,0,21,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,52,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,27,0,9,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mars,211095382256023,119,0,0,0,42,0,243,246,253,149,17,0,0,0,360,0,1375,2747,1444,1142,878,0,0,0,568,0,15910,32576,34404,25905,3343,0,0,0,568,0,15910,32576,34406,26608,4603,0,0,0,57,0,2366,6246,6116,6752,1556,0,0,0,28,0,75,51,102,65,1,0,0,0,1,0,23,25,8,3,0,0,0,0,28,0,97,55,80,50,7,0,0,0,0,0,28,35,22,10,2,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,20,38,59,34,4,0,0,0,2,0,14,12,18,19,6,0,0,0,2,0,20,38,59,34,4,0,0,0,24,0,37,0,0,0,0,0,0,0,9,0,124,153,129,64,9,0,0,0,5,0,77,86,118,70,3,0,0,0,0,0,0,0,0,11,4,0,0,0,5,0,18,5,6,3,1,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0
Camden Property Trust,128051573873366,6,0,0,10,78,1,233,230,326,246,32,0,0,13,17,0,55,70,36,45,10,0,0,46,193,5,1185,1702,1595,1054,125,0,0,46,193,5,1185,1702,1595,1084,126,0,0,2,13,2,267,430,511,395,22,0,0,10,78,1,213,200,261,150,14,0,0,3,59,0,179,154,146,48,0,0,0,5,69,1,212,206,300,222,25,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,39,56,16,0,0,4,0,0,0,2,4,3,1,0,0,0,1,0,1,2,39,56,16,0,0,0,0,0,8,15,0,0,0,0,0,1,1,0,14,23,61,93,15,0,0,9,77,1,205,187,264,152,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winchester Hospital,107079996018373,103,0,0,21,211,0,145,90,172,160,13,0,0,14,154,0,370,629,403,328,65,0,0,56,801,0,3390,6015,3507,3306,454,0,0,56,801,0,3390,6015,3507,3343,470,0,0,0,22,0,220,509,206,196,53,0,0,5,7,0,63,36,45,52,3,0,0,1,0,0,6,0,2,0,0,0,0,18,155,0,79,35,121,112,7,0,0,0,0,0,2,0,4,7,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,2,36,37,2,0,0,0,0,0,2,2,4,5,2,0,0,0,0,0,5,2,36,37,2,0,0,0,0,0,0,0,60,62,5,0,0,4,125,0,82,51,111,98,8,0,0,5,7,0,49,32,48,58,4,0,0,0,0,0,0,1,0,1,1,0,0,12,79,0,12,6,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perkins Coie,263371857101546,53,0,0,0,0,0,9,26,29,15,0,0,0,0,0,0,6,11,17,7,0,0,0,0,0,0,45,193,383,257,0,0,0,0,0,0,45,193,383,260,0,0,0,0,0,0,3,27,58,42,0,0,0,0,0,0,4,18,21,9,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0,5,17,19,8,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,6,0,0,0,0,0,0,2,5,7,4,0,0,0,0,0,0,1,19,22,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GoDaddy.com,8749090685,83,0,23,386,641,97,561,399,399,239,49,0,129,2330,6598,954,9872,7905,9975,6043,1073,0,267,6392,18179,3471,67098,72917,324357,308504,55989,0,267,6392,18179,3472,67099,72917,324357,310146,56144,0,6,33,465,82,7255,8280,21659,21311,3340,0,13,264,427,73,319,210,220,116,38,0,2,0,15,1,16,18,6,5,0,0,8,122,238,32,287,222,219,143,22,0,0,0,4,0,31,18,1,0,1,0,0,0,0,0,5,3,4,0,1,0,0,83,222,56,172,86,20,14,7,0,2,7,17,4,42,48,19,25,3,0,0,83,222,56,172,85,20,14,7,0,0,0,1,0,10,166,355,231,48,0,5,27,40,5,123,128,164,98,8,0,10,242,429,73,348,217,221,116,39,0,0,2,1,0,10,21,14,25,2,0,7,113,167,19,59,26,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,5,0,0,0
Qualcomm,115831370196,21,0,13,92,61,1,107,190,142,61,5,0,19,66,36,1,114,220,116,36,1,0,79,305,236,2,1642,5216,2670,865,10,0,79,305,236,2,1642,5216,2671,870,10,0,16,0,18,0,599,583,149,51,0,0,4,45,39,0,61,83,23,10,0,0,1,7,2,0,4,10,12,2,0,0,9,69,47,0,65,122,91,40,4,0,0,3,2,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,2,0,0,7,13,3,0,9,13,5,5,0,0,0,0,1,0,0,5,3,2,0,0,0,0,0,0,19,76,51,12,0,0,3,12,7,0,38,90,107,47,5,0,3,43,39,0,60,86,26,12,0,0,7,3,0,0,0,0,0,1,0,0,0,34,15,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aéropostale,57143807607,99,0,7,176,429,1,791,877,818,489,84,0,493,17083,50823,88,148269,125322,38014,5456,333,0,2736,111268,401676,656,6390532,15594604,15645263,2279071,44933,0,2736,111268,401676,656,6390532,15594605,15645275,2280926,45762,0,34,667,5800,30,120212,183432,130048,21917,1239,0,2,19,23,0,14,12,0,0,0,0,2,90,221,0,46,11,5,4,0,0,2,53,135,0,214,131,107,91,13,0,1,0,2,0,5,2,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,34,24,7,3,1,0,0,5,5,0,27,18,3,4,0,0,0,0,0,0,34,24,7,3,1,0,0,0,0,0,129,604,771,450,81,0,4,162,391,1,665,802,814,483,83,0,1,2,3,0,18,14,1,0,0,0,0,5,5,0,17,10,3,4,0,0,1,4,21,0,67,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,23,1,0,0,0
Booz Allen Hamilton,115188672790,75,0,59,213,279,0,311,351,379,444,77,0,36,369,437,0,243,411,180,290,22,0,284,2933,4615,0,4167,63953,41763,29239,1229,0,284,2933,4615,0,4167,63953,41763,29303,1241,0,0,9,261,0,617,534,658,1048,158,0,54,205,254,0,290,318,271,181,22,0,11,11,6,0,25,18,11,5,0,0,42,116,155,0,213,229,242,307,56,0,0,0,3,0,7,4,5,6,0,0,0,0,0,0,2,0,0,0,0,0,4,38,27,0,11,30,68,104,26,0,3,29,52,0,36,32,29,33,5,0,4,38,27,0,11,30,70,104,26,0,0,0,0,0,0,13,111,132,9,0,4,22,41,0,21,27,96,248,54,0,52,186,227,0,273,305,273,187,22,0,2,5,9,0,0,0,0,3,0,0,1,0,1,0,0,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,3,0,0,0,0,0,0,0,0,0,0,0,0
Intercontinental Hotels Group,7933762697,89,0,2,0,0,0,78,55,57,28,2,0,73,0,0,0,511,451,396,338,17,0,303,0,0,0,7339,6465,6850,3641,518,0,303,0,0,0,7339,6465,6851,3657,532,0,36,0,0,0,1483,1675,1422,1136,89,0,0,0,0,0,55,34,24,14,1,0,1,0,0,0,4,4,0,0,0,0,1,0,0,0,29,13,20,4,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,25,11,20,11,2,0,0,0,0,0,9,8,4,0,0,0,1,0,0,0,25,11,20,11,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,16,15,25,12,1,0,0,0,0,0,59,36,24,13,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aflac,13994086254,71,1,9,35,30,0,130,145,80,75,14,1,5,128,458,0,717,1237,1102,567,79,2,79,545,1186,0,14613,20744,19508,13842,2022,2,79,545,1186,0,14614,20744,19508,14128,2089,0,0,4,209,0,4572,8558,10927,8977,1298,0,4,13,20,0,16,29,17,19,0,0,2,1,2,0,3,0,3,0,0,0,7,9,14,0,35,54,41,35,6,0,0,0,0,0,1,1,6,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,11,9,1,0,0,1,3,0,11,10,8,9,1,0,0,0,0,0,0,4,11,9,1,0,0,8,4,0,0,0,0,0,0,0,1,4,2,0,97,101,51,47,12,0,4,12,20,0,17,30,23,21,2,0,0,1,1,0,9,7,6,7,0,0,4,13,4,0,7,7,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
