Company Name,fbId,fbPageId,2007-12 count(*),2008-01 count(*),2008-12 count(*),2009-01 count(*),2009-12 count(*),2010-01 count(*),2010-12 count(*),2011-01 count(*),2011-12 count(*),2012-01 count(*),2012-12 count(*),2013-01 count(*),2013-12 count(*),2014-01 count(*),2014-12 count(*),2015-01 count(*),2015-12 count(*),2016-01 count(*),2007-12 commentsCount,2008-01 commentsCount,2008-12 commentsCount,2009-01 commentsCount,2009-12 commentsCount,2010-01 commentsCount,2010-12 commentsCount,2011-01 commentsCount,2011-12 commentsCount,2012-01 commentsCount,2012-12 commentsCount,2013-01 commentsCount,2013-12 commentsCount,2014-01 commentsCount,2014-12 commentsCount,2015-01 commentsCount,2015-12 commentsCount,2016-01 commentsCount,2007-12 likesCount,2008-01 likesCount,2008-12 likesCount,2009-01 likesCount,2009-12 likesCount,2010-01 likesCount,2010-12 likesCount,2011-01 likesCount,2011-12 likesCount,2012-01 likesCount,2012-12 likesCount,2013-01 likesCount,2013-12 likesCount,2014-01 likesCount,2014-12 likesCount,2015-01 likesCount,2015-12 likesCount,2016-01 likesCount,2007-12 reactionsCount,2008-01 reactionsCount,2008-12 reactionsCount,2009-01 reactionsCount,2009-12 reactionsCount,2010-01 reactionsCount,2010-12 reactionsCount,2011-01 reactionsCount,2011-12 reactionsCount,2012-01 reactionsCount,2012-12 reactionsCount,2013-01 reactionsCount,2013-12 reactionsCount,2014-01 reactionsCount,2014-12 reactionsCount,2015-01 reactionsCount,2015-12 reactionsCount,2016-01 reactionsCount,2007-12 sharesCount,2008-01 sharesCount,2008-12 sharesCount,2009-01 sharesCount,2009-12 sharesCount,2010-01 sharesCount,2010-12 sharesCount,2011-01 sharesCount,2011-12 sharesCount,2012-01 sharesCount,2012-12 sharesCount,2013-01 sharesCount,2013-12 sharesCount,2014-01 sharesCount,2014-12 sharesCount,2015-01 sharesCount,2015-12 sharesCount,2016-01 sharesCount,2007-12 hasCaption,2008-01 hasCaption,2008-12 hasCaption,2009-01 hasCaption,2009-12 hasCaption,2010-01 hasCaption,2010-12 hasCaption,2011-01 hasCaption,2011-12 hasCaption,2012-01 hasCaption,2012-12 hasCaption,2013-01 hasCaption,2013-12 hasCaption,2014-01 hasCaption,2014-12 hasCaption,2015-01 hasCaption,2015-12 hasCaption,2016-01 hasCaption,2007-12 blankMessage,2008-01 blankMessage,2008-12 blankMessage,2009-01 blankMessage,2009-12 blankMessage,2010-01 blankMessage,2010-12 blankMessage,2011-01 blankMessage,2011-12 blankMessage,2012-01 blankMessage,2012-12 blankMessage,2013-01 blankMessage,2013-12 blankMessage,2014-01 blankMessage,2014-12 blankMessage,2015-01 blankMessage,2015-12 blankMessage,2016-01 blankMessage,2007-12 updatedLater,2008-01 updatedLater,2008-12 updatedLater,2009-01 updatedLater,2009-12 updatedLater,2010-01 updatedLater,2010-12 updatedLater,2011-01 updatedLater,2011-12 updatedLater,2012-01 updatedLater,2012-12 updatedLater,2013-01 updatedLater,2013-12 updatedLater,2014-01 updatedLater,2014-12 updatedLater,2015-01 updatedLater,2015-12 updatedLater,2016-01 updatedLater,2007-12 hasParent,2008-01 hasParent,2008-12 hasParent,2009-01 hasParent,2009-12 hasParent,2010-01 hasParent,2010-12 hasParent,2011-01 hasParent,2011-12 hasParent,2012-01 hasParent,2012-12 hasParent,2013-01 hasParent,2013-12 hasParent,2014-01 hasParent,2014-12 hasParent,2015-01 hasParent,2015-12 hasParent,2016-01 hasParent,2007-12 hasPlace,2008-01 hasPlace,2008-12 hasPlace,2009-01 hasPlace,2009-12 hasPlace,2010-01 hasPlace,2010-12 hasPlace,2011-01 hasPlace,2011-12 hasPlace,2012-01 hasPlace,2012-12 hasPlace,2013-01 hasPlace,2013-12 hasPlace,2014-01 hasPlace,2014-12 hasPlace,2015-01 hasPlace,2015-12 hasPlace,2016-01 hasPlace,2007-12 hasMessageTags,2008-01 hasMessageTags,2008-12 hasMessageTags,2009-01 hasMessageTags,2009-12 hasMessageTags,2010-01 hasMessageTags,2010-12 hasMessageTags,2011-01 hasMessageTags,2011-12 hasMessageTags,2012-01 hasMessageTags,2012-12 hasMessageTags,2013-01 hasMessageTags,2013-12 hasMessageTags,2014-01 hasMessageTags,2014-12 hasMessageTags,2015-01 hasMessageTags,2015-12 hasMessageTags,2016-01 hasMessageTags,2007-12 hasSource,2008-01 hasSource,2008-12 hasSource,2009-01 hasSource,2009-12 hasSource,2010-01 hasSource,2010-12 hasSource,2011-01 hasSource,2011-12 hasSource,2012-01 hasSource,2012-12 hasSource,2013-01 hasSource,2013-12 hasSource,2014-01 hasSource,2014-12 hasSource,2015-01 hasSource,2015-12 hasSource,2016-01 hasSource,2007-12 hasTo,2008-01 hasTo,2008-12 hasTo,2009-01 hasTo,2009-12 hasTo,2010-01 hasTo,2010-12 hasTo,2011-01 hasTo,2011-12 hasTo,2012-01 hasTo,2012-12 hasTo,2013-01 hasTo,2013-12 hasTo,2014-01 hasTo,2014-12 hasTo,2015-01 hasTo,2015-12 hasTo,2016-01 hasTo,2007-12 postedFromApp,2008-01 postedFromApp,2008-12 postedFromApp,2009-01 postedFromApp,2009-12 postedFromApp,2010-01 postedFromApp,2010-12 postedFromApp,2011-01 postedFromApp,2011-12 postedFromApp,2012-01 postedFromApp,2012-12 postedFromApp,2013-01 postedFromApp,2013-12 postedFromApp,2014-01 postedFromApp,2014-12 postedFromApp,2015-01 postedFromApp,2015-12 postedFromApp,2016-01 postedFromApp,2007-12 added_photosStory,2008-01 added_photosStory,2008-12 added_photosStory,2009-01 added_photosStory,2009-12 added_photosStory,2010-01 added_photosStory,2010-12 added_photosStory,2011-01 added_photosStory,2011-12 added_photosStory,2012-01 added_photosStory,2012-12 added_photosStory,2013-01 added_photosStory,2013-12 added_photosStory,2014-01 added_photosStory,2014-12 added_photosStory,2015-01 added_photosStory,2015-12 added_photosStory,2016-01 added_photosStory,2007-12 shared_storyStory,2008-01 shared_storyStory,2008-12 shared_storyStory,2009-01 shared_storyStory,2009-12 shared_storyStory,2010-01 shared_storyStory,2010-12 shared_storyStory,2011-01 shared_storyStory,2011-12 shared_storyStory,2012-01 shared_storyStory,2012-12 shared_storyStory,2013-01 shared_storyStory,2013-12 shared_storyStory,2014-01 shared_storyStory,2014-12 shared_storyStory,2015-01 shared_storyStory,2015-12 shared_storyStory,2016-01 shared_storyStory,2007-12 added_videoStory,2008-01 added_videoStory,2008-12 added_videoStory,2009-01 added_videoStory,2009-12 added_videoStory,2010-01 added_videoStory,2010-12 added_videoStory,2011-01 added_videoStory,2011-12 added_videoStory,2012-01 added_videoStory,2012-12 added_videoStory,2013-01 added_videoStory,2013-12 added_videoStory,2014-01 added_videoStory,2014-12 added_videoStory,2015-01 added_videoStory,2015-12 added_videoStory,2016-01 added_videoStory,2007-12 mobile_status_updateStory,2008-01 mobile_status_updateStory,2008-12 mobile_status_updateStory,2009-01 mobile_status_updateStory,2009-12 mobile_status_updateStory,2010-01 mobile_status_updateStory,2010-12 mobile_status_updateStory,2011-01 mobile_status_updateStory,2011-12 mobile_status_updateStory,2012-01 mobile_status_updateStory,2012-12 mobile_status_updateStory,2013-01 mobile_status_updateStory,2013-12 mobile_status_updateStory,2014-01 mobile_status_updateStory,2014-12 mobile_status_updateStory,2015-01 mobile_status_updateStory,2015-12 mobile_status_updateStory,2016-01 mobile_status_updateStory,2007-12 published_storyStory,2008-01 published_storyStory,2008-12 published_storyStory,2009-01 published_storyStory,2009-12 published_storyStory,2010-01 published_storyStory,2010-12 published_storyStory,2011-01 published_storyStory,2011-12 published_storyStory,2012-01 published_storyStory,2012-12 published_storyStory,2013-01 published_storyStory,2013-12 published_storyStory,2014-01 published_storyStory,2014-12 published_storyStory,2015-01 published_storyStory,2015-12 published_storyStory,2016-01 published_storyStory,2007-12 created_noteStory,2008-01 created_noteStory,2008-12 created_noteStory,2009-01 created_noteStory,2009-12 created_noteStory,2010-01 created_noteStory,2010-12 created_noteStory,2011-01 created_noteStory,2011-12 created_noteStory,2012-01 created_noteStory,2012-12 created_noteStory,2013-01 created_noteStory,2013-12 created_noteStory,2014-01 created_noteStory,2014-12 created_noteStory,2015-01 created_noteStory,2015-12 created_noteStory,2016-01 created_noteStory,2007-12 wall_postStory,2008-01 wall_postStory,2008-12 wall_postStory,2009-01 wall_postStory,2009-12 wall_postStory,2010-01 wall_postStory,2010-12 wall_postStory,2011-01 wall_postStory,2011-12 wall_postStory,2012-01 wall_postStory,2012-12 wall_postStory,2013-01 wall_postStory,2013-12 wall_postStory,2014-01 wall_postStory,2014-12 wall_postStory,2015-01 wall_postStory,2015-12 wall_postStory,2016-01 wall_postStory,2007-12 created_eventStory,2008-01 created_eventStory,2008-12 created_eventStory,2009-01 created_eventStory,2009-12 created_eventStory,2010-01 created_eventStory,2010-12 created_eventStory,2011-01 created_eventStory,2011-12 created_eventStory,2012-01 created_eventStory,2012-12 created_eventStory,2013-01 created_eventStory,2013-12 created_eventStory,2014-01 created_eventStory,2014-12 created_eventStory,2015-01 created_eventStory,2015-12 created_eventStory,2016-01 created_eventStory,2007-12 noTypeStory,2008-01 noTypeStory,2008-12 noTypeStory,2009-01 noTypeStory,2009-12 noTypeStory,2010-01 noTypeStory,2010-12 noTypeStory,2011-01 noTypeStory,2011-12 noTypeStory,2012-01 noTypeStory,2012-12 noTypeStory,2013-01 noTypeStory,2013-12 noTypeStory,2014-01 noTypeStory,2014-12 noTypeStory,2015-01 noTypeStory,2015-12 noTypeStory,2016-01 noTypeStory
Intel,22707976849,41,4,15,30,28,253,101,522,65,9,3530,3326,7997,711,1033,2042,1345,1349,413,0,0,8,4,317,113,435,64,0,1070,575,2025,5528,3294,5245,3310,5644,1697,1,0,7,3,310,56,1227,110,1,9744,4368,28566,35103,83433,126347,92010,782305,131118,1,0,7,3,310,56,1227,110,1,9744,4369,28566,35104,83433,126507,92016,787143,131529,0,0,0,0,0,0,0,0,0,7,1,2,3,0,7,2,597,74,0,0,0,0,26,8,42,3,0,156,150,335,33,39,181,133,103,26,0,0,0,0,27,10,102,7,0,156,53,236,135,229,1061,589,866,245,4,15,23,26,166,60,419,47,9,3311,3147,7623,650,937,1840,1227,1181,362,0,0,0,0,25,9,100,7,0,170,56,234,132,226,1069,631,865,239,0,0,0,0,0,0,0,0,0,2,3,4,1,5,7,4,8,2,0,0,2,1,2,0,15,1,0,97,86,199,9,24,46,75,76,22,0,0,0,0,10,6,14,1,0,35,29,83,28,39,127,69,161,61,4,15,28,27,228,92,425,59,9,3381,3278,7793,584,811,1005,767,447,154,0,0,0,0,0,0,2,1,0,34,37,84,4,13,20,10,18,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,10,0,0,0,0,52,18,149,12,0,372,265,680,140,207,1010,604,739,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,2,1,3,0,7,0,0,13,0,8,17,40,132,82,78,23,0,0,0,0,0,0,0,0,0,18,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,28,27,198,83,358,52,9,3066,2960,7025,454,641,723,540,327,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,58,89,257,100,145,177,119,187,85
Sheetz,21120170500,122,8,38,2,0,13,7,68,9,1,241,174,303,256,366,466,386,229,103,0,0,0,0,7,0,87,7,0,414,378,340,356,507,912,936,1153,333,0,0,0,0,10,8,68,15,0,692,1342,620,576,1258,3650,4876,12752,1366,0,0,0,0,10,8,68,15,0,692,1342,620,576,1258,3650,4876,13055,1443,0,0,0,0,0,0,0,1,0,27,2,3,12,17,31,117,146,9,0,0,0,0,0,0,2,0,0,6,4,1,2,5,3,7,7,2,0,0,0,0,2,3,8,1,0,8,5,5,14,21,50,41,35,13,8,38,2,0,9,7,42,6,1,125,108,148,94,146,136,123,74,38,0,0,0,0,2,3,7,1,0,6,2,3,9,14,50,37,28,8,0,0,0,0,0,0,0,0,0,0,1,2,4,3,13,8,3,4,0,0,0,0,0,0,1,0,0,6,9,7,16,14,20,11,7,2,0,0,0,0,0,0,0,0,0,2,4,0,4,5,7,3,6,0,8,38,2,0,11,4,61,8,1,235,172,300,247,353,418,350,199,95,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,3,2,0,13,26,35,79,117,143,114,75,38,0,0,0,0,2,0,4,1,0,9,4,1,4,8,32,20,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,0,0,0,0,0,0,3,5,0,0,3,0,1,2,5,7,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,2,0,10,4,53,4,1,215,140,263,164,223,267,226,115,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,4,3,7,10,14,16,9,0
Container Store,59375573322,20,0,0,38,8,175,52,496,58,0,475,114,331,199,294,301,195,117,44,0,0,21,1,184,32,634,51,0,839,84,435,245,572,389,364,121,34,0,0,9,1,432,50,1953,69,0,6353,507,3636,1714,5403,7487,3677,2385,401,0,0,9,1,432,50,1953,69,0,6353,507,3636,1714,5403,7487,3677,2439,401,0,0,0,0,1,1,9,2,0,4,2,7,1,2,4,5,712,55,0,0,0,0,2,0,49,6,0,28,12,19,10,12,18,11,49,11,0,0,1,0,65,17,216,20,0,200,32,113,96,147,193,123,0,1,0,0,29,7,136,39,404,43,0,384,70,207,129,205,226,146,73,23,0,0,1,0,57,14,208,20,0,199,32,112,97,149,192,123,14,4,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,12,1,0,17,7,13,11,11,3,7,94,24,0,0,0,0,0,0,10,0,0,4,2,4,1,3,10,8,4,2,0,0,37,8,118,38,288,38,0,279,83,222,105,149,109,72,25,21,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,32,4,0,0,3,1,33,13,46,8,0,25,6,27,31,38,23,12,26,14,0,0,1,0,44,11,187,19,0,148,28,66,67,90,117,74,63,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,15,3,48,7,0,24,2,11,17,28,25,13,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,83,25,182,23,0,215,63,172,60,94,67,46,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,63,15,55,24,44,69,49,0,0
Discovery Communications,153549641890,120,0,0,0,0,0,0,0,0,0,33,8,55,41,73,72,38,74,28,0,0,0,0,0,0,0,0,0,53,55,396,15,47,41,7,40,0,0,0,0,0,0,0,0,0,0,857,1300,4888,130,302,716,110,2833,14,0,0,0,0,0,0,0,0,0,857,1300,4888,130,302,716,110,2976,14,0,0,0,0,0,0,0,0,0,91,6,216,1,2,0,0,416,2,0,0,0,0,0,0,0,0,0,10,0,10,5,3,9,3,23,3,0,0,0,0,0,0,0,0,0,0,0,0,10,15,22,8,1,0,0,0,0,0,0,0,0,0,0,14,6,42,36,55,66,34,68,28,0,0,0,0,0,0,0,0,0,4,0,4,8,16,22,9,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,2,30,1,2,2,2,23,4,0,0,0,0,0,0,0,0,0,4,0,4,1,4,2,1,5,4,0,0,0,0,0,0,0,0,0,12,7,27,33,58,51,30,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,17,3,4,5,2,7,0,0,0,0,0,0,0,0,0,0,14,0,14,12,12,26,5,26,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,20,25,46,32,24,36,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,0,0
Four Seasons Hotels,106280431030,92,0,0,0,0,110,36,534,55,0,711,109,319,254,430,660,494,205,64,0,0,0,0,88,19,281,19,0,543,169,382,249,426,1498,1439,171,33,0,0,0,0,228,51,1379,124,0,3802,1256,7731,4108,6727,41846,49385,7089,1246,0,0,0,0,228,51,1379,124,0,3802,1256,7731,4108,6727,41851,49389,7261,1293,0,0,0,0,7,3,79,1,0,39,0,5,3,3,4,5,458,96,0,0,0,0,4,1,90,10,0,64,10,35,14,34,25,14,102,31,0,0,0,0,27,9,239,22,0,409,64,205,177,291,568,429,1,0,0,0,0,0,72,25,466,47,0,627,84,281,207,355,545,402,140,40,0,0,0,0,21,8,204,19,0,405,61,201,177,289,566,428,13,5,0,0,0,0,0,0,0,0,0,6,1,1,4,4,9,5,8,5,0,0,0,0,4,1,20,1,0,16,6,12,9,13,26,14,185,61,0,0,0,0,0,2,12,0,0,18,4,8,12,25,57,35,26,7,0,0,0,0,90,28,344,36,0,320,52,119,84,152,94,67,30,5,0,0,0,0,0,0,2,1,0,2,0,1,2,2,0,0,54,21,0,0,0,0,21,6,72,2,0,56,9,14,12,41,24,25,52,18,0,0,0,0,23,6,285,24,0,347,38,127,103,206,262,195,115,35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,19,6,0,0,0,0,3,3,28,6,0,36,1,6,32,44,73,48,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,21,136,20,0,158,26,56,48,53,38,27,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,113,35,116,59,85,258,199,0,0
Morningstar,198056910214033,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shared Technologies- ARI,328179703901867,91,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JM Family Enterprises,215824265320,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QuikTrip,5890187327,60,0,0,0,0,0,0,0,0,0,6,0,0,143,184,329,237,135,62,0,0,0,0,0,0,0,0,0,1,0,0,175,328,656,341,143,55,0,0,0,0,0,0,0,0,0,287,0,0,1786,1333,6694,2528,717,430,0,0,0,0,0,0,0,0,0,287,0,0,1786,1333,6694,2528,745,431,0,0,0,0,0,0,0,0,0,5,0,0,1,12,4,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,41,37,10,5,0,0,0,0,0,0,0,0,0,5,0,0,78,113,142,107,50,23,0,0,0,0,0,0,0,0,0,0,0,0,18,22,37,32,8,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,2,3,3,0,0,0,0,0,0,0,0,0,6,0,0,2,3,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,162,294,206,127,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,31,50,44,25,13,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,10,9,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,130,242,160,102,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,16,15,2,0
David Weekley Homes,8146864018,113,0,0,0,0,1,0,1,0,0,5,8,27,22,26,33,37,25,16,0,0,0,0,0,0,0,0,0,2,5,32,19,34,74,278,13,207,0,0,0,0,2,0,1,0,0,4,17,242,50,235,363,425,158,1060,0,0,0,0,2,0,1,0,0,4,17,242,50,235,363,425,161,1247,0,0,0,0,0,0,0,0,0,1,0,14,2,9,82,49,29,335,0,0,0,0,0,0,0,0,0,1,1,6,3,8,9,4,6,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,4,5,14,15,17,15,11,16,8,0,0,0,0,0,0,0,0,0,1,1,0,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,4,1,1,0,0,0,0,0,0,1,0,0,0,3,14,12,18,22,22,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,6,0,0,0,0,1,0,0,0,0,5,6,16,10,8,13,17,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,1,8,5,7,12,18,10,2,0,0,0,0,0,0,0,0,0,2,2,7,9,13,13,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,6,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,11,7,6,4,13,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
