companyString,date,fbId,fbPhotoId,count(*),commentsCount,likesCount,reactionsCount,hasPlace,hasCaption,hasEvent,updatedLater
Chesapeake Energy,2013-10,201579567564,40758,24,14,263,263,0,12,0,19
DreamWorks Animation SKG,2013-09,104770457523,36076,24,6108,145515,145515,0,24,0,13
Build-A-Bear Workshop,2015-02,8783725165,94136,24,768,25346,25350,0,22,0,19
Sheetz,2013-01,21120170500,184258,24,2161,41681,41681,0,19,0,18
Nordstrom,2015-03,12854644836,89749,24,10221,742498,742502,0,23,0,4
Salesforce.com,2015-07,5634829153,51164,24,108,1150,1150,0,21,0,6
SRA International,2011-03,45726451297,172736,24,0,4,4,0,0,0,0
Intel,2012-08,22707976849,74545,24,31279,1327599,1327600,0,22,0,8
St. Jude Children's Research Hospital,2012-12,6435441794,63014,24,7496,445332,445333,0,24,0,14
St. Jude Children's Research Hospital,2016-01,6435441794,61474,24,4352,168247,168281,0,18,0,10
Zappos.com,2010-12,7172307686,22880,24,84,152,152,0,6,0,4
Marriott International,2012-11,143602039041041,85644,24,682,10082,10082,0,23,0,24
Children's Healthcare of Atlanta,2014-05,356527358185,76940,24,42754,2258122,2258122,0,20,0,21
Container Store,2011-05,59375573322,47716,24,67,271,271,0,5,0,0
CH2M Hill,2015-08,130017893696618,148567,24,24,110,110,0,24,0,17
Sherwin-Williams,2011-06,309180132920,172103,24,108,308,308,0,22,0,1
CarMax,2012-06,58226901193,118167,24,95,364,364,0,24,0,0
Southern Ohio Medical Center,2014-09,220886824589689,59551,24,10,267,267,0,8,0,6
JM Family Enterprises,2012-07,215824265320,39940,24,1,12,12,23,0,0,0
GoDaddy.com,2014-10,8749090685,119788,23,76,739,739,0,23,0,12
Schweitzer Engineering Labs,2015-05,148960375131063,132574,23,0,33,33,0,7,0,16
Publix Super Markets,2015-06,209968985766607,107819,23,83,706,706,0,16,0,14
Men's Wearhouse,2013-07,199928852452,83050,23,1451,48960,48960,0,23,0,0
St. Jude Children's Research Hospital,2015-09,6435441794,61593,23,1612,96515,96515,0,19,0,6
Sherwin-Williams,2013-04,309180132920,171798,23,1086,4761,4761,0,23,0,23
Build-A-Bear Workshop,2014-01,8783725165,94618,23,1057,11263,11264,0,21,0,5
FedEx,2013-10,150993094945648,159900,23,4856,116475,116475,0,22,0,17
MITRE,2015-08,151373044800,155198,23,55,448,448,0,19,0,8
Sherwin-Williams,2013-11,309180132920,171649,23,1163,4116,4116,0,18,0,17
American Express,2013-07,6185812851,87897,23,615,24365,24365,0,22,0,8
Chesapeake Energy,2013-11,201579567564,40736,23,14,449,449,0,20,0,20
Salesforce.com,2015-01,5634829153,51307,23,46,1674,1674,0,23,0,3
General Mills,2012-08,163903596981363,96083,23,49,353,353,0,21,0,2
American Express,2010-03,6185812851,88653,23,79,412,412,0,23,0,0
Sheetz,2013-02,21120170500,184235,23,2266,30003,30003,0,18,0,15
Salesforce.com,2015-08,5634829153,51141,23,86,1379,1379,0,23,0,1
Morningstar,2012-04,198056910214033,117579,23,3,15,15,0,6,0,0
American Fidelity Assurance,2016-03,333011163569,75003,23,1,247,255,0,23,0,19
Scripps Health,2013-03,12150039095,84264,23,58,1183,1183,0,23,0,13
Zappos.com,2015-06,7172307686,17026,23,7720,43429,43429,0,23,0,2
Atlantic Health,2012-02,91507407676,96197,23,0,4,4,0,2,0,7
Container Store,2011-01,59375573322,47834,23,134,296,296,0,22,0,0
Burns & McDonnell,2012-10,193157160706830,50972,23,5,56,56,0,21,0,7
Booz Allen Hamilton,2011-12,115188672790,110117,23,12,163,163,0,10,0,0
Men's Wearhouse,2016-04,199928852452,82143,23,266,17780,18133,0,22,0,5
Publix Super Markets,2015-09,209968985766607,107756,23,77,1158,1160,0,21,0,12
Navy Federal Credit Union,2011-09,160344204010636,132420,23,3,24,24,0,4,0,3
American Fidelity Assurance,2015-06,333011163569,75213,23,8,259,259,0,23,0,5
Brocade Communications Systems,2013-01,111983056070,147500,23,3,232,232,8,12,0,8
Container Store,2011-06,59375573322,47693,23,141,357,357,0,23,0,0
J. M. Smucker,2013-03,117266245005679,150071,23,1590,18195,18195,0,23,0,2
The Cheesecake Factory,2015-11,341861972627674,184703,23,1,31,31,3,9,0,14
J. M. Smucker,2013-10,117266245005679,149901,23,122,2027,2027,0,23,0,21
Children's Healthcare of Atlanta,2014-04,356527358185,76965,23,2308,206621,206622,0,22,0,19
Men's Wearhouse,2013-10,199928852452,82983,23,3059,23922,23924,0,22,0,21
Sheetz,2010-12,21120170500,184636,23,48,95,95,0,17,0,0
PCL Construction Enterprises,2015-09,109150299248234,55107,23,36,788,788,0,23,0,13
Arkansas Children's Hospital,2014-02,112657538333,145986,23,311,8462,8462,0,22,0,8
Marriott International,2013-05,143602039041041,85518,23,407,7384,7384,1,23,0,18
Herman Miller,2013-06,162638622561,165147,23,157,5474,5474,0,19,0,21
J. M. Smucker,2014-05,117266245005679,149719,23,188,16281,16281,0,22,0,11
FactSet Research Systems,2014-03,47276510407,105144,23,16,731,731,8,23,0,2
Scottrade,2014-06,15601935371,55950,23,172,2032,2032,0,16,0,14
Publix Super Markets,2016-02,209968985766607,107582,23,123,950,966,0,23,0,12
Intel,2014-09,22707976849,74018,23,4414,1114123,1114123,0,23,0,8
Sheetz,2013-05,21120170500,184170,23,1716,39629,39629,0,19,0,16
Kimpton Hotels & Restaurants,2015-01,51530158577,37048,23,269,972,972,0,11,0,15
"ARI, Automotive Resources International",2014-01,282991730710,176404,23,2,97,97,0,11,0,3
Men's Wearhouse,2012-06,199928852452,83512,23,271,2265,2265,0,23,0,0
Marriott International,2013-03,143602039041041,85561,23,1576,13187,13258,0,22,0,18
Marriott International,2016-05,143602039041041,84530,23,16,613,646,0,14,0,10
Nugget Market,2014-01,260624001193,56857,23,9,51,51,0,7,0,9
Children's Healthcare of Atlanta,2014-09,356527358185,76855,23,1909,144418,144418,0,21,0,7
DreamWorks Animation SKG,2010-10,104770457523,36682,23,311,2360,2360,0,23,0,0
Genentech,2013-11,146718898672043,97642,23,2,111,111,0,17,0,14
"ARI, Automotive Resources International",2013-11,282991730710,176431,23,9,205,205,0,5,0,21
GoDaddy.com,2013-11,8749090685,119876,23,200,1865,1865,0,20,0,11
Baptist Health South Florida,2013-10,127900310965,69270,23,16,1064,1064,0,22,0,9
Robert W. Baird,2015-01,148731991811588,43748,23,0,42,42,17,6,0,3
Texas Instruments,2011-03,234443101357,170247,23,6,171,171,0,23,0,0
Adobe,2011-12,305115773870,67708,23,39,228,228,16,23,0,1
Salesforce.com,2014-12,5634829153,51330,23,52,1677,1677,0,23,0,1
Four Seasons Hotels,2016-01,106280431030,139082,23,143,4624,4631,5,22,0,4
Google,2010-06,104958162837,663,23,1113,5955,5955,0,23,0,0
Aéropostale,2010-02,57143807607,155016,23,534,855,855,0,23,0,0
National Instruments,2015-04,19822934020,72844,23,8,636,636,0,23,0,1
American Fidelity Assurance,2015-07,333011163569,75190,23,0,141,141,0,23,0,6
KPMG,2012-05,274830721660,129572,23,17,144,144,0,23,0,0
FedEx,2016-03,150993094945648,158816,23,1287,17322,17899,0,22,0,12
LifeBridge Health,2014-07,193538150681786,162262,23,1,85,85,4,22,0,17
Baptist Health South Florida,2011-02,127900310965,71208,23,15,125,125,0,23,0,0
Ultimate Software,2013-09,29660886831,50079,23,81,669,669,0,21,0,14
Brocade Communications Systems,2010-06,111983056070,148390,23,4,14,14,0,0,0,0
Navy Federal Credit Union,2014-02,160344204010636,130998,23,235,8511,8512,0,22,0,2
FactSet Research Systems,2009-10,47276510407,105780,23,1,8,8,0,3,0,0
QuikTrip,2015-10,5890187327,96353,23,498,5846,5846,0,21,0,2
Sheetz,2012-11,21120170500,184301,23,732,22689,22689,0,17,0,17
Nugget Market,2011-03,260624001193,57362,23,28,115,115,0,22,0,0
Adobe,2012-05,305115773870,67561,23,55,907,907,0,23,0,2
Herman Miller,2016-03,162638622561,164260,23,12,581,594,0,13,0,18
Scripps Health,2014-04,12150039095,84061,23,20,531,531,15,23,0,7
Children's Healthcare of Atlanta,2015-12,356527358185,76538,23,4587,155244,155257,0,21,0,11
SVB Financial Group,2012-12,17979232866,64332,23,12,71,71,3,12,0,8
Genentech,2014-09,146718898672043,97403,23,9,323,323,0,14,0,19
Intel,2013-01,22707976849,74430,23,10529,716172,716172,0,21,0,18
Nordstrom,2011-03,12854644836,92377,23,256,1463,1463,0,22,0,0
Monsanto,2015-03,44495818682,158351,22,1698,7314,7333,0,21,0,18
CHG Healthcare Services,2013-03,32264600947,15562,22,34,422,422,0,22,0,5
Men's Wearhouse,2012-07,199928852452,83490,22,959,8831,8831,0,21,0,1
OhioHealth,2016-03,40814021698,112566,22,35,445,465,0,17,0,18
Google,2014-07,104958162837,170,22,3077,25100,25102,0,21,0,18
Intel,2013-08,22707976849,74290,22,41920,2278959,2278959,0,21,0,8
Allianz Life Insurance,2014-11,293573224082477,80773,22,6,97,97,0,7,0,20
Salesforce.com,2015-03,5634829153,51273,22,255,1775,1775,0,22,0,5
DPR Construction,2012-12,128264243859715,35304,22,17,244,244,0,22,0,2
Kimpton Hotels & Restaurants,2014-12,51530158577,37071,22,175,2044,2044,0,15,0,12
GoDaddy.com,2015-05,8749090685,119641,22,470,37585,37585,0,22,0,2
Southern Ohio Medical Center,2016-04,220886824589689,58399,22,2,92,96,0,14,0,3
Children's Healthcare of Atlanta,2014-01,356527358185,77029,22,5852,323902,323902,0,20,0,12
Children's Healthcare of Atlanta,2013-04,356527358185,77221,22,188,9144,9144,0,22,0,8
Intel,2013-06,22707976849,74332,22,32111,2098754,2098754,0,21,0,7
J. M. Smucker,2014-02,117266245005679,149789,22,334,1642,1642,0,22,0,19
Children's Healthcare of Atlanta,2011-07,356527358185,77615,22,96,345,345,0,7,0,0
Publix Super Markets,2013-07,209968985766607,108584,22,197,645,645,6,16,0,15
Men's Wearhouse,2014-02,199928852452,82887,22,329,3885,3885,0,22,0,21
Accenture,2016-01,20341500871,118734,22,3,42,42,0,22,0,0
SAS,2014-08,140344030787,1287,22,97,2123,2123,0,0,0,0
SVB Financial Group,2013-12,17979232866,63977,22,5,115,115,18,22,0,3
QuikTrip,2015-08,5890187327,96391,22,838,12681,12681,0,20,0,1
KPMG,2012-06,274830721660,129551,22,34,254,254,14,19,0,0
Marriott International,2012-05,143602039041041,85806,22,651,7066,7066,0,21,0,1
"ARI, Automotive Resources International",2015-03,282991730710,175952,22,0,0,0,0,0,0,22
J. M. Smucker,2013-05,117266245005679,150031,22,725,17461,17461,0,18,0,5
Children's Healthcare of Atlanta,2013-02,356527358185,77268,22,234,7011,7011,0,21,0,15
Nordstrom,2016-04,12854644836,89454,22,16547,1595058,1645140,0,22,0,16
Children's Healthcare of Atlanta,2016-03,356527358185,76488,22,2738,109734,116107,0,22,0,18
Children's Healthcare of Atlanta,2015-10,356527358185,76578,22,4355,176928,176942,0,20,0,5
Umpqua Bank,2015-10,136874746358544,97791,22,0,21,21,0,2,0,2
Google,2014-03,104958162837,304,22,2742,10868,10869,0,21,0,16
Nordstrom,2011-06,12854644836,92270,22,517,3763,3763,0,20,0,1
Monsanto,2015-06,44495818682,158278,22,922,2864,2870,0,15,0,7
Intel,2014-04,22707976849,74125,22,7991,1116161,1116161,0,22,0,19
Herman Miller,2011-10,162638622561,165788,22,89,929,929,0,20,0,2
Herman Miller,2015-09,162638622561,164364,22,29,2254,2255,0,12,0,12
Marriott International,2012-03,143602039041041,85849,22,1709,4495,4495,0,22,0,0
Allianz Life Insurance,2016-02,293573224082477,80524,22,13,135,137,8,9,0,15
J. M. Smucker,2015-07,117266245005679,149443,22,5551,77306,77307,0,22,0,3
SAS,2013-09,140344030787,1408,22,1453,8401,8401,9,4,0,12
Marriott International,2012-10,143602039041041,85668,22,584,7909,7909,1,22,0,7
CH2M Hill,2014-12,130017893696618,148725,22,19,270,270,0,22,0,19
Build-A-Bear Workshop,2014-11,8783725165,94178,22,317,5769,5769,0,20,0,4
American Express,2013-10,6185812851,87770,22,494,9751,9751,0,21,0,17
USAA,2014-06,161179599992,42532,22,18,208,208,0,21,0,16
Intel,2014-02,22707976849,74166,22,4936,869078,869078,0,21,0,10
FedEx,2014-08,150993094945648,159606,22,507,9894,9894,0,12,0,19
Container Store,2009-07,59375573322,48555,22,33,40,40,0,11,0,0
Children's Healthcare of Atlanta,2014-11,356527358185,76814,22,1894,86209,86209,0,19,0,12
FedEx,2015-03,150993094945648,159262,22,3119,65818,65819,0,21,0,3
J. M. Smucker,2015-05,117266245005679,149474,22,702,40425,40425,0,22,0,2
Children's Healthcare of Atlanta,2012-10,356527358185,77360,22,309,3912,3912,0,22,0,16
Baptist Health South Florida,2015-04,127900310965,68531,22,14,393,393,0,13,0,14
Children's Healthcare of Atlanta,2013-05,356527358185,77199,22,215,9094,9094,0,19,0,13
Accenture,2015-07,20341500871,118864,22,7,236,236,11,22,0,0
CH2M Hill,2014-01,130017893696618,148952,22,64,607,607,0,22,0,21
QuikTrip,2013-10,5890187327,96800,22,471,7172,7172,0,14,0,21
FedEx,2015-10,150993094945648,159002,22,1372,40180,40180,0,22,0,8
Men's Wearhouse,2013-06,199928852452,83073,22,3653,62427,62427,0,22,0,0
SAS,2014-09,140344030787,1265,22,118,4142,4142,0,1,0,1
Qualcomm,2009-09,115831370196,49130,22,0,3,3,0,13,0,0
Sheetz,2013-03,21120170500,184213,22,1803,27309,27309,0,20,0,14
World Wide Technology,2013-01,75577218799,79103,22,8,515,515,0,20,0,21
Capital One,2012-04,131080263606125,133603,22,145,673,673,10,19,0,1
Aflac,2013-03,13994086254,107338,22,81,2816,2816,0,22,0,2
GoDaddy.com,2015-04,8749090685,119663,22,1076,53961,53961,12,22,0,2
LifeBridge Health,2014-09,193538150681786,162232,22,18,215,215,0,10,0,22
Men's Wearhouse,2012-04,199928852452,83550,22,70,405,405,0,22,0,0
Marriott International,2013-01,143602039041041,85603,22,1043,8209,8209,0,22,0,19
Intel,2013-05,22707976849,74354,22,63874,1856971,1856972,0,20,0,12
Stew Leonard's,2010-06,33439252677,138795,22,37,98,98,0,11,0,0
Mattel,2011-04,148757037599,109380,22,22,74,74,0,1,0,0
Intel,2013-12,22707976849,74208,22,7916,500871,500871,0,21,0,11
World Wide Technology,2012-10,75577218799,79173,22,9,45,45,0,0,0,5
St. Jude Children's Research Hospital,2014-02,6435441794,62200,22,10531,544664,544665,0,22,0,21
Arkansas Children's Hospital,2012-08,112657538333,146215,22,174,4042,4042,11,20,0,4
Novo Nordisk,2015-06,105548031768,71673,22,15,15091,15091,15,7,0,6
Baptist Health South Florida,2011-11,127900310965,70735,22,4,64,64,1,6,0,0
Four Seasons Hotels,2015-11,106280431030,139151,22,106,5000,5002,4,22,0,1
Children's Healthcare of Atlanta,2013-01,356527358185,77290,22,408,10607,10607,0,20,0,8
Winchester Hospital,2012-04,107079996018373,158003,22,18,47,47,0,10,0,0
Container Store,2010-05,59375573322,48210,22,279,310,310,0,13,0,1
Booz Allen Hamilton,2010-11,115188672790,110476,22,3,17,17,0,17,0,0
American Fidelity Assurance,2016-02,333011163569,75027,22,24,518,525,0,20,0,6
Scripps Health,2013-02,12150039095,84287,22,14,639,639,0,21,0,14
Zappos.com,2008-11,7172307686,23374,22,2,6,6,0,0,0,22
American Express,2010-12,6185812851,88431,22,6,9,9,0,22,0,0
Quicken Loans,2016-03,435141649940642,15879,22,73,424,434,0,19,0,16
Ernst & Young,2013-08,195665063800329,86381,22,16,732,732,9,22,0,0
Robert W. Baird,2013-04,148731991811588,44743,22,5,115,115,12,13,0,9
Sherwin-Williams,2014-09,309180132920,171331,22,2873,14664,14664,0,20,0,14
Intel,2013-10,22707976849,74250,22,12714,1028392,1028392,0,19,0,14
Mars,2014-12,211095382256023,180817,22,31,1201,1201,0,10,0,19
Booz Allen Hamilton,2009-09,115188672790,110675,22,4,6,6,0,21,0,0
Morningstar,2011-09,198056910214033,117629,22,9,9,9,0,19,0,0
Grainger,2015-05,265544390144768,157338,22,18,214,214,1,19,0,7
PCL Construction Enterprises,2014-01,109150299248234,55464,22,25,230,230,0,8,0,13
Vanderbilt University,2013-05,99104920858,170694,22,116,3992,3992,0,22,0,19
Arkansas Children's Hospital,2015-07,112657538333,145601,22,100,2664,2664,0,15,0,12
CH2M Hill,2013-07,130017893696618,149102,22,36,344,344,0,22,0,17
Winchester Hospital,2015-06,107079996018373,157646,22,10,109,109,1,22,0,2
Children's Healthcare of Atlanta,2015-07,356527358185,76633,22,2244,107711,107711,0,22,0,8
Children's Healthcare of Atlanta,2014-03,356527358185,76986,22,1127,71091,71091,0,20,0,17
Men's Wearhouse,2013-09,199928852452,83006,22,1661,29240,29240,0,22,0,6
Sheetz,2014-01,21120170500,183989,21,2775,35311,35311,0,19,0,20
Baptist Health South Florida,2014-08,127900310965,68771,21,7,391,391,3,16,0,8
Container Store,2013-11,59375573322,46364,21,107,2246,2246,0,19,0,16
Aéropostale,2009-10,57143807607,155083,21,459,871,871,0,0,0,4
QuikTrip,2015-03,5890187327,96530,21,965,21514,21514,0,20,0,16
OhioHealth,2011-05,40814021698,116801,21,1,16,16,0,21,0,0
FedEx,2011-03,150993094945648,160400,21,154,455,455,0,4,0,0
Accenture,2016-03,20341500871,118700,21,3,76,78,1,21,0,1
Intel,2014-08,22707976849,74041,21,3400,699578,699578,0,21,0,15
Herman Miller,2012-02,162638622561,165714,21,109,1771,1771,0,21,0,1
Mars,2015-05,211095382256023,180757,21,21,681,681,0,6,0,18
Salesforce.com,2015-10,5634829153,51087,21,36,642,642,0,18,0,4
American Fidelity Assurance,2015-10,333011163569,75119,21,6,171,171,0,21,0,9
Vanderbilt University,2013-10,99104920858,170620,21,68,3902,3902,0,20,0,19
Arkansas Children's Hospital,2015-03,112657538333,145682,21,1754,79081,79083,0,19,0,19
Container Store,2013-09,59375573322,46419,21,73,1698,1698,0,21,0,9
Umpqua Bank,2015-12,136874746358544,97764,21,11,12,12,0,1,0,1
Qualcomm,2010-09,115831370196,49032,21,0,0,0,0,20,0,0
Four Seasons Hotels,2016-02,106280431030,139061,21,186,3812,3827,10,21,0,4
Children's Healthcare of Atlanta,2013-11,356527358185,77073,21,652,39917,39917,0,20,0,13
SAS,2011-06,140344030787,1927,21,362,2505,2505,0,17,0,4
Intel,2014-06,22707976849,74083,21,9122,2182643,2182643,0,21,0,15
Aéropostale,2010-03,57143807607,154995,21,1139,3952,3952,0,10,0,5
Nordstrom,2015-09,12854644836,89621,21,9026,785203,785220,0,19,0,4
Booz Allen Hamilton,2010-01,115188672790,110641,21,3,25,25,0,21,0,0
PCL Construction Enterprises,2014-09,109150299248234,55350,21,13,288,288,0,9,0,19
American Fidelity Assurance,2015-08,333011163569,75169,21,0,137,137,0,21,0,4
Microsoft,2013-09,9298666412,106375,21,79,1775,1775,0,20,0,12
World Wide Technology,2016-04,75577218799,77922,21,19,1219,1239,14,20,0,4
Booz Allen Hamilton,2010-12,115188672790,110455,21,2,27,27,0,16,0,0
Microsoft,2014-04,9298666412,106186,21,45,843,843,2,14,0,5
Autodesk,2014-07,74463019717,81416,21,5,47,47,0,5,0,19
Adobe,2011-11,305115773870,67731,21,33,279,279,0,21,0,3
Hitachi Data Systems,2012-05,124570004251813,111668,21,11,72,72,18,4,0,0
Kimpton Hotels & Restaurants,2014-01,51530158577,37339,21,584,1838,1838,0,20,0,16
Hyatt Hotels,2015-05,26114710769,184957,21,9,1151,1151,0,11,0,10
American Fidelity Assurance,2014-11,333011163569,75429,21,1,304,304,0,21,0,2
Navy Federal Credit Union,2016-05,160344204010636,129729,21,117,5180,5288,0,10,0,1
Intel,2011-12,22707976849,74699,21,3598,24453,24480,0,16,0,1
LifeBridge Health,2013-11,193538150681786,162587,21,17,278,278,0,20,0,18
Autodesk,2015-07,74463019717,81125,21,8,534,534,0,17,0,2
Novo Nordisk,2014-01,105548031768,71973,21,7,721,722,0,6,0,9
David Weekley Homes,2013-09,8146864018,174845,21,35,677,677,0,21,0,20
Zappos.com,2009-09,7172307686,23180,21,83,24,24,0,0,0,0
Children's Healthcare of Atlanta,2015-01,356527358185,76764,21,11774,402874,402874,0,19,0,3
Credit Acceptance,2012-11,168678439842388,179686,21,6,103,103,0,7,0,16
CarMax,2013-04,58226901193,118046,21,442,1768,1768,0,19,0,10
Vanderbilt University,2013-06,99104920858,170673,21,224,6272,6272,0,21,0,16
Mayo Clinic,2013-01,7673082516,103476,21,306,9260,9260,0,21,0,13
CHG Healthcare Services,2012-09,32264600947,15693,21,25,161,161,0,12,0,16
Mattel,2015-08,148757037599,109079,21,54,1646,1646,0,9,0,18
Hitachi Data Systems,2013-11,124570004251813,111380,21,5,81,81,0,1,0,16
Children's Healthcare of Atlanta,2011-03,356527358185,77716,21,44,377,377,0,17,0,0
Quicken Loans,2015-01,435141649940642,16437,21,1,9,9,20,21,0,1
Men's Wearhouse,2016-02,199928852452,82197,21,87,6641,6650,0,20,0,1
Allianz Life Insurance,2015-05,293573224082477,80672,21,0,45,45,0,7,0,21
SRA International,2015-10,45726451297,172302,21,1,47,47,0,19,0,7
PCL Construction Enterprises,2014-05,109150299248234,55397,21,29,438,438,0,21,0,10
Build-A-Bear Workshop,2016-03,8783725165,93904,21,263,2575,2827,0,20,0,1
USAA,2016-03,161179599992,42238,21,23,354,379,0,21,0,3
Google,2015-03,104958162837,53,21,3271,31274,31282,0,21,0,12
Umpqua Bank,2015-06,136874746358544,97854,21,14,125,125,0,2,0,4
Umpqua Bank,2014-02,136874746358544,98055,21,6,113,113,0,0,0,16
Ultimate Software,2014-10,29660886831,49872,21,66,1266,1266,0,19,0,15
