companyString,date,fbId,fbPhotoId,count(*),commentsCount,likesCount,reactionsCount,hasPlace,hasCaption,hasEvent,updatedLater
JM Family Enterprises,2012-11,215824265320,39710,29,5,106,106,17,2,0,12
Umpqua Bank,2013-10,136874746358544,98127,29,14,171,171,0,23,0,0
Aéropostale,2010-07,57143807607,154892,29,1248,5210,5210,0,14,0,0
DreamWorks Animation SKG,2015-08,104770457523,35563,29,549,41472,41472,0,24,0,6
Adobe,2012-07,305115773870,67176,29,108,1792,1792,0,25,0,0
Sheetz,2015-09,21120170500,183254,29,2412,93407,93407,0,27,0,15
Arkansas Children's Hospital,2015-09,112657538333,145554,29,311,3347,3347,0,18,0,25
Herman Miller,2012-06,162638622561,165562,29,136,3239,3239,0,29,0,0
Publix Super Markets,2015-01,209968985766607,107932,29,387,1457,1457,0,29,0,7
Mars,2015-09,211095382256023,180703,29,43,2041,2041,0,16,0,10
Umpqua Bank,2015-09,136874746358544,97813,29,55,2399,2399,0,6,0,8
Genentech,2014-11,146718898672043,97335,29,4,184,184,6,26,0,8
Recreational Equipment (REI),2013-12,9062006483,4461,29,1172,37583,37583,0,29,0,9
Children's Healthcare of Atlanta,2011-04,356527358185,77687,29,49,227,227,0,4,0,0
Baptist Health South Florida,2014-10,127900310965,68719,29,49,5290,5290,0,20,0,16
Booz Allen Hamilton,2011-11,115188672790,110140,29,17,94,94,0,26,0,0
St. Jude Children's Research Hospital,2015-04,6435441794,61686,29,4411,256596,256598,0,17,0,13
Microsoft,2013-06,9298666412,106464,29,313,4793,4793,1,29,0,2
Sheetz,2015-12,21120170500,183159,29,1811,42718,42718,0,27,0,19
Mayo Clinic,2013-09,7673082516,103165,29,391,16583,16583,0,29,0,23
St. Jude Children's Research Hospital,2012-10,6435441794,63108,29,2565,180923,180923,8,21,0,3
DreamWorks Animation SKG,2014-09,104770457523,35841,29,7397,342453,342454,0,29,0,17
Nugget Market,2010-06,260624001193,57573,29,183,222,222,0,29,0,4
The Everett Clinic,2016-02,61452139395,111849,28,26,445,451,0,18,0,14
Roche Diagnostics,2014-06,116286801731230,180108,28,139,465,465,0,27,0,6
Publix Super Markets,2016-01,209968985766607,107605,28,191,813,813,3,25,0,16
Mayo Clinic,2012-10,7673082516,103527,28,4068,110156,110156,0,23,0,18
Men's Wearhouse,2014-11,199928852452,82525,28,79,3185,3185,0,28,0,17
Sheetz,2011-06,21120170500,184461,28,40,207,207,0,17,0,2
OhioHealth,2014-04,40814021698,113977,28,12,623,623,0,24,0,23
PCL Construction Enterprises,2015-06,109150299248234,55176,28,16,383,383,0,14,0,26
Intel,2012-02,22707976849,74646,28,4039,48588,48588,9,21,0,1
CHG Healthcare Services,2013-08,32264600947,15410,28,48,492,492,0,15,0,2
PricewaterhouseCoopers,2014-10,232561027513,75956,28,16,949,949,0,28,0,4
Vanderbilt University,2012-04,99104920858,170882,28,100,1259,1259,0,10,0,1
Children's Healthcare of Atlanta,2012-02,356527358185,77484,28,85,708,708,0,10,0,1
Men's Wearhouse,2014-09,199928852452,82587,28,151,5188,5188,0,27,0,24
Genentech,2014-05,146718898672043,97505,28,3,65,65,3,10,0,14
OhioHealth,2015-04,40814021698,113165,28,38,1540,1540,0,27,0,15
Roche Diagnostics,2013-09,116286801731230,180220,28,28,156,156,0,25,0,6
Marriott International,2015-06,143602039041041,84628,28,156,4147,4147,0,25,0,15
Chesapeake Energy,2013-02,201579567564,41021,28,106,2439,2439,0,28,0,3
Kiewit Corporation,2013-10,210762462323361,185844,28,60,1392,1392,0,11,0,12
Allianz Life Insurance,2014-07,293573224082477,80833,28,20,106,106,0,7,0,9
Salesforce.com,2014-11,5634829153,51353,28,137,2674,2674,0,27,0,5
Sherwin-Williams,2014-10,309180132920,171303,28,1659,62188,62188,0,26,0,13
Marriott International,2014-02,143602039041041,85190,28,444,7373,7373,2,28,0,25
Intel,2016-03,22707976849,73424,28,1237,788222,791588,0,18,0,9
Salesforce.com,2014-09,5634829153,51426,28,109,1972,1972,0,28,0,21
OhioHealth,2008-12,40814021698,117122,28,0,0,0,0,27,0,1
FedEx,2013-04,150993094945648,160020,28,1382,26732,26732,0,28,0,4
Brocade Communications Systems,2012-01,111983056070,147987,28,9,14,14,0,0,0,0
Zappos.com,2010-09,7172307686,22938,28,78,91,91,0,9,0,0
Genentech,2014-08,146718898672043,97427,28,12,203,203,0,19,0,25
Marriott International,2014-07,143602039041041,85016,28,192,5317,5317,0,27,0,14
KPMG,2016-05,274830721660,120644,28,1,10,10,21,28,0,0
J. M. Smucker,2014-03,117266245005679,149768,28,162,1405,1405,0,28,0,12
Sherwin-Williams,2015-10,309180132920,171063,28,305,6677,6679,0,4,0,24
Baptist Health South Florida,2015-02,127900310965,68572,28,25,830,830,4,18,0,12
CarMax,2012-03,58226901193,118208,28,180,605,605,1,23,0,0
CHG Healthcare Services,2015-06,32264600947,14545,28,11,427,427,0,12,0,20
Sheetz,2016-04,21120170500,183016,28,2886,37259,38998,0,26,0,25
Container Store,2011-09,59375573322,47438,28,136,276,276,0,6,0,0
Build-A-Bear Workshop,2011-06,8783725165,95343,28,2535,9972,9972,0,28,0,0
Herman Miller,2014-06,162638622561,164870,28,28,779,779,0,26,0,11
Stew Leonard's,2008-09,33439252677,138918,28,13,23,23,0,27,0,1
World Wide Technology,2015-02,75577218799,78283,28,1,139,139,13,1,0,6
WellStar Health System,2012-12,94455639888,179425,28,6,239,239,6,28,0,22
OhioHealth,2012-02,40814021698,116332,28,0,28,28,0,5,0,3
Stew Leonard's,2011-06,33439252677,138270,28,491,703,703,0,28,0,2
Salesforce.com,2013-01,5634829153,52337,28,1751,29596,29596,0,28,0,22
Ultimate Software,2014-04,29660886831,49971,28,56,1092,1092,18,28,0,3
Millennium: The Takeda Oncology Company,2013-11,201874996515231,57889,28,0,23,23,0,6,0,13
Vanderbilt University,2015-05,99104920858,170427,28,216,8130,8130,12,12,0,7
PricewaterhouseCoopers,2014-07,232561027513,75995,28,2,97,97,27,1,0,1
DreamWorks Animation SKG,2015-11,104770457523,35475,28,360,12298,12306,0,28,0,9
JM Family Enterprises,2013-09,215824265320,39232,28,20,317,317,5,6,0,7
Marriott International,2013-06,143602039041041,85490,28,795,10713,10713,0,27,0,4
World Wide Technology,2015-08,75577218799,78109,28,0,85,85,0,9,0,0
Children's Healthcare of Atlanta,2014-12,356527358185,76786,28,7065,364483,364484,0,24,0,9
"ARI, Automotive Resources International",2014-03,282991730710,176342,28,9,124,124,0,12,0,11
"ARI, Automotive Resources International",2015-07,282991730710,175781,28,1,31,31,0,2,0,8
Capital One,2013-07,131080263606125,133100,27,226,1076,1076,0,24,0,6
CH2M Hill,2015-06,130017893696618,148622,27,34,115,115,0,27,0,19
American Fidelity Assurance,2015-03,333011163569,75293,27,3,211,211,0,21,0,7
Capital One,2012-10,131080263606125,133315,27,232,746,746,0,27,0,2
Baptist Health South Florida,2013-11,127900310965,69229,27,14,683,683,0,21,0,17
St. Jude Children's Research Hospital,2016-04,6435441794,61388,27,3724,143738,153218,0,24,0,4
Herman Miller,2013-03,162638622561,165235,27,174,5680,5680,0,27,0,27
CarMax,2012-02,58226901193,118236,27,233,380,380,0,24,0,0
Google,2014-12,104958162837,97,27,3701,42373,42407,0,26,0,8
Marriott International,2013-09,143602039041041,85397,27,998,6053,6053,0,27,0,11
Millennium: The Takeda Oncology Company,2012-10,201874996515231,58199,27,0,74,74,0,12,0,24
Sheetz,2012-09,21120170500,184345,27,1925,24015,24016,0,24,0,23
Kimpton Hotels & Restaurants,2014-10,51530158577,37148,27,247,1865,1865,0,10,0,23
Ultimate Software,2016-04,29660886831,49236,27,22,949,998,20,15,0,2
Scripps Health,2015-09,12150039095,83785,27,69,2124,2124,0,21,0,21
SVB Financial Group,2013-03,17979232866,64281,27,4,64,64,15,22,0,1
Nugget Market,2010-09,260624001193,57487,27,87,117,117,0,27,0,2
Discovery Communications,2012-10,153549641890,182619,27,4,91,91,12,27,0,10
Zappos.com,2016-01,7172307686,16688,27,313,7458,7526,0,25,0,6
Morningstar,2011-03,198056910214033,117668,27,1,4,4,0,17,0,0
SRA International,2013-03,45726451297,172411,27,0,17,17,16,1,0,0
Children's Healthcare of Atlanta,2012-12,356527358185,77312,27,367,12765,12765,0,27,0,19
Baptist Health South Florida,2014-02,127900310965,69035,27,25,1379,1379,0,22,0,20
Nugget Market,2010-07,260624001193,57546,27,110,157,157,0,27,0,1
Baptist Health South Florida,2015-06,127900310965,68477,27,17,906,906,11,9,0,7
Men's Wearhouse,2013-01,199928852452,83301,27,1355,32750,32750,0,27,0,1
Men's Wearhouse,2012-08,199928852452,83463,27,881,9406,9406,0,27,0,1
Container Store,2012-08,59375573322,46897,27,208,2477,2477,0,9,0,3
GoDaddy.com,2014-11,8749090685,119761,27,207,7345,7345,0,27,0,16
American Express,2013-01,6185812851,88140,27,239,8822,8822,7,25,0,10
Arkansas Children's Hospital,2012-03,112657538333,146276,27,41,669,669,0,14,0,1
World Wide Technology,2013-10,75577218799,78782,27,32,765,765,0,13,0,19
PricewaterhouseCoopers,2012-07,232561027513,76355,27,23,487,487,5,24,0,0
Stew Leonard's,2011-01,33439252677,138426,27,22,155,155,0,14,0,0
Arkansas Children's Hospital,2011-06,112657538333,146452,27,74,522,522,0,27,0,1
Nordstrom,2015-10,12854644836,89594,27,16957,1461306,1461323,0,25,0,5
Kimpton Hotels & Restaurants,2013-07,51530158577,37482,27,49,749,749,17,14,0,5
Nugget Market,2015-09,260624001193,56679,27,7,292,292,0,27,0,1
World Wide Technology,2016-05,75577218799,77895,27,2,150,155,2,14,0,12
CarMax,2011-06,58226901193,118368,27,58,95,95,0,23,0,0
Men's Wearhouse,2014-01,199928852452,82911,27,387,6499,6499,0,26,0,25
Sherwin-Williams,2014-05,309180132920,171443,27,1425,5244,5244,0,17,0,23
DreamWorks Animation SKG,2016-01,104770457523,35384,27,239,9803,9834,0,25,0,4
Publix Super Markets,2014-01,209968985766607,108372,27,360,1185,1185,0,27,0,20
Marriott International,2011-03,143602039041041,85905,27,168,1090,1090,0,14,0,1
OhioHealth,2015-03,40814021698,113193,27,110,1862,1862,0,26,0,17
Nordstrom,2010-10,12854644836,92543,27,282,1550,1550,0,21,0,1
GoDaddy.com,2011-03,8749090685,120270,27,20,82,82,0,12,0,0
Baptist Health South Florida,2014-03,127900310965,69007,27,2,525,525,0,21,0,21
Microsoft,2014-03,9298666412,106207,27,91,1300,1300,0,22,0,12
St. Jude Children's Research Hospital,2011-08,6435441794,63468,27,219,3363,3363,0,27,0,0
Sherwin-Williams,2012-04,309180132920,171980,27,152,499,499,0,19,0,0
Salesforce.com,2014-01,5634829153,51733,27,98,2930,2930,0,23,0,21
DreamWorks Animation SKG,2012-10,104770457523,36228,27,847,27366,27366,0,27,0,16
CarMax,2010-07,58226901193,118533,27,42,24,24,0,27,0,0
American Express,2015-03,6185812851,87027,27,189,3816,3816,0,27,0,10
American Fidelity Assurance,2015-05,333011163569,75236,27,24,796,796,0,27,0,6
Texas Instruments,2010-10,234443101357,170313,27,0,82,82,0,27,0,0
Marriott International,2015-03,143602039041041,84726,27,128,7989,7989,0,24,0,11
FedEx,2015-04,150993094945648,159235,27,2691,51135,51136,0,15,0,16
Texas Instruments,2011-06,234443101357,170202,27,15,134,134,0,21,0,0
Baptist Health South Florida,2015-05,127900310965,68504,27,4,507,507,0,17,0,13
PCL Construction Enterprises,2015-08,109150299248234,55130,26,24,433,433,1,12,0,22
MITRE,2013-04,151373044800,155989,26,49,324,324,0,26,0,5
Hitachi Data Systems,2016-05,124570004251813,110712,26,0,4,4,0,0,0,9
Baptist Health South Florida,2012-11,127900310965,69863,26,9,263,263,4,8,0,16
Aéropostale,2011-07,57143807607,154315,26,2601,19590,19590,0,8,0,3
American Fidelity Assurance,2013-12,333011163569,75532,26,4,13,13,0,0,0,9
Hyatt Hotels,2016-04,26114710769,184814,26,6,235,244,0,8,0,20
Novo Nordisk,2015-09,105548031768,71630,26,119,14048,14048,18,3,0,8
Salesforce.com,2013-04,5634829153,52252,26,818,30417,30417,0,25,0,20
Chesapeake Energy,2012-07,201579567564,41196,26,117,863,863,0,26,0,0
Sheetz,2013-11,21120170500,184045,26,7230,57471,57471,0,19,0,18
Container Store,2010-08,59375573322,48113,26,52,66,66,0,3,0,0
Hitachi Data Systems,2014-05,124570004251813,111348,26,2,43,43,0,2,0,23
CarMax,2011-07,58226901193,118342,26,28,98,98,0,26,0,0
Container Store,2012-05,59375573322,47032,26,391,666,666,0,13,0,1
Discovery Communications,2015-06,153549641890,181609,26,31,405,405,1,17,0,18
MITRE,2014-02,151373044800,155688,26,8,247,247,0,22,0,13
Texas Instruments,2011-02,234443101357,170270,26,1,106,106,0,22,0,0
Arkansas Children's Hospital,2013-02,112657538333,146149,26,125,2090,2090,0,16,0,14
Intel,2012-09,22707976849,74519,26,26437,1009062,1009063,0,17,0,14
Brocade Communications Systems,2016-04,111983056070,146616,26,10,344,363,12,24,0,10
St. Jude Children's Research Hospital,2016-02,6435441794,61447,26,4052,164432,165190,0,20,0,6
Build-A-Bear Workshop,2014-06,8783725165,94493,26,336,5657,5657,0,23,0,11
CH2M Hill,2013-10,130017893696618,149018,26,14,302,302,0,26,0,19
Mercedes-Benz USA,2010-08,6604386669,34904,26,2371,7683,7683,0,20,0,0
J. M. Smucker,2013-12,117266245005679,149841,26,73,1715,1715,0,25,0,25
SAS,2012-01,140344030787,1744,26,225,2585,2585,6,22,0,4
Winchester Hospital,2013-05,107079996018373,157801,26,133,560,560,0,4,0,26
Intel,2011-02,22707976849,74877,26,257,1339,1339,0,1,0,0
Four Seasons Hotels,2014-10,106280431030,139628,26,531,30221,30221,7,26,0,0
GoDaddy.com,2010-02,8749090685,120572,26,62,155,155,0,13,0,2
Sheetz,2015-08,21120170500,183283,26,1892,82071,82071,0,24,0,14
Aéropostale,2011-10,57143807607,154158,26,4823,18560,18560,0,21,0,3
Sheetz,2011-02,21120170500,184603,26,107,377,377,0,25,0,0
Kimpton Hotels & Restaurants,2013-04,51530158577,37593,26,135,1186,1186,1,26,0,13
American Fidelity Assurance,2012-05,333011163569,75657,26,2,19,19,19,6,0,0
Discovery Communications,2012-01,153549641890,182909,26,2,7,7,19,20,0,1
Methodist Hospital System,2012-10,113508065350010,82094,26,0,2,2,24,2,0,2
Schweitzer Engineering Labs,2015-06,148960375131063,132548,26,6,168,168,0,13,0,15
Roche Diagnostics,2015-12,116286801731230,179975,26,48,1494,1497,0,26,0,6
Microsoft,2011-06,9298666412,107025,26,68,203,203,0,21,0,1
Sheetz,2012-10,21120170500,184324,26,864,17279,17280,0,22,0,23
American Express,2011-11,6185812851,88357,26,51,464,464,0,0,0,0
OhioHealth,2015-07,40814021698,113065,26,67,2010,2010,0,22,0,15
Booz Allen Hamilton,2011-03,115188672790,110403,26,10,46,46,0,14,0,0
OhioHealth,2016-02,40814021698,112588,26,7,307,309,0,15,0,22
Men's Wearhouse,2014-03,199928852452,82859,26,326,5085,5085,0,25,0,20
General Mills,2012-09,163903596981363,96057,26,13,172,172,0,24,0,7
QuikTrip,2016-02,5890187327,96275,26,906,25049,25181,0,20,0,6
Herman Miller,2013-11,162638622561,164981,26,33,1904,1904,0,26,0,13
Millennium: The Takeda Oncology Company,2012-11,201874996515231,58173,26,12,233,233,1,18,0,17
Methodist Hospital System,2014-05,113508065350010,81874,26,3,27,27,0,2,0,8
Children's Healthcare of Atlanta,2013-12,356527358185,77052,26,2395,93838,93838,0,25,0,13
Sheetz,2013-10,21120170500,184070,26,1729,24333,24333,0,21,0,23
Nugget Market,2010-10,260624001193,57461,26,76,155,155,0,26,0,1
J. M. Smucker,2014-01,117266245005679,149819,26,686,1423,1423,0,25,0,25
USAA,2014-09,161179599992,42466,26,16,232,232,0,26,0,19
Kimpton Hotels & Restaurants,2009-11,51530158577,38205,26,1,11,11,0,26,0,0
J. M. Smucker,2014-08,117266245005679,149639,26,173,9531,9531,0,25,0,17
Chesapeake Energy,2013-01,201579567564,41053,26,18,307,307,6,26,0,2
CH2M Hill,2013-09,130017893696618,149044,26,32,242,242,0,20,0,19
American Express,2016-05,6185812851,86468,26,160,495,520,0,26,0,1
SAS,2013-10,140344030787,1382,26,622,8852,8852,22,23,0,4
Brocade Communications Systems,2011-07,111983056070,148296,26,2,65,65,0,8,0,1
David Weekley Homes,2013-08,8146864018,174866,26,6,434,434,0,26,0,19
Stew Leonard's,2010-04,33439252677,138849,26,24,49,49,0,7,0,1
GoDaddy.com,2013-02,8749090685,120027,26,1802,1246,1246,0,24,0,5
Kimpton Hotels & Restaurants,2014-07,51530158577,37251,26,424,3474,3474,0,20,0,20
Salesforce.com,2015-05,5634829153,51235,26,66,1315,1315,0,22,0,5
FedEx,2016-01,150993094945648,158893,26,2536,61635,61651,0,20,0,11
SRA International,2013-02,45726451297,172422,26,12,91,91,18,9,0,7
Boston Consulting Group,2015-05,24961338115,873,26,23,1695,1695,0,26,0,3
The Cheesecake Factory,2015-10,341861972627674,184726,26,6,32,32,12,8,0,5
Whole Foods Market,2015-12,525560857527063,56385,26,8,150,150,0,24,0,4
Container Store,2013-04,59375573322,46562,26,193,4667,4667,0,25,0,12
Robert W. Baird,2013-11,148731991811588,44460,26,0,4,4,26,1,0,4
Zappos.com,2012-02,7172307686,21587,26,172,588,588,0,25,0,0
Children's Healthcare of Atlanta,2013-06,356527358185,77174,25,244,9352,9352,0,25,0,17
Mars,2012-04,211095382256023,181352,25,4,112,112,0,17,0,1
Discovery Communications,2012-07,153549641890,182778,25,15,237,237,0,24,0,1
St. Jude Children's Research Hospital,2015-02,6435441794,61731,25,6387,427419,427419,0,25,0,19
Publix Super Markets,2013-09,209968985766607,108535,25,205,868,868,0,25,0,24
American Express,2015-01,6185812851,87105,25,160,4403,4403,0,23,0,2
PCL Construction Enterprises,2016-03,109150299248234,54964,25,32,587,594,0,16,0,17
FedEx,2015-02,150993094945648,159284,25,2547,80286,80286,0,23,0,9
Genentech,2014-07,146718898672043,97455,25,23,362,362,0,17,0,21
OhioHealth,2012-05,40814021698,116292,25,21,312,312,0,15,0,1
Microsoft,2013-11,9298666412,106326,25,60,1314,1314,6,19,0,13
Build-A-Bear Workshop,2012-04,8783725165,95116,25,952,10104,10104,0,24,0,0
Winchester Hospital,2012-07,107079996018373,157894,25,17,120,120,0,4,0,0
Umpqua Bank,2012-10,136874746358544,98269,25,102,1093,1093,11,23,0,6
KPMG,2016-04,274830721660,120672,25,6,109,110,12,25,0,1
Kimpton Hotels & Restaurants,2012-06,51530158577,37851,25,173,1108,1108,0,15,0,0
Sherwin-Williams,2014-06,309180132920,171415,25,453,7549,7549,0,23,0,18
Publix Super Markets,2014-07,209968985766607,108166,25,485,1419,1419,0,25,0,10
Zappos.com,2016-03,7172307686,16643,25,4975,132874,135745,0,25,0,23
Brocade Communications Systems,2013-03,111983056070,147456,25,3,344,344,9,15,0,2
Stew Leonard's,2012-04,33439252677,137825,25,335,778,778,0,25,0,0
Nordstrom,2010-02,12854644836,93748,25,138,470,470,0,24,0,0
National Instruments,2013-04,19822934020,73211,25,101,1508,1508,0,25,0,9
FactSet Research Systems,2013-10,47276510407,105213,25,18,1157,1157,4,23,0,5
CHG Healthcare Services,2014-03,32264600947,15082,25,38,787,787,0,22,0,9
Publix Super Markets,2013-05,209968985766607,108627,25,698,988,988,0,25,0,23
CH2M Hill,2014-05,130017893696618,148873,25,39,1247,1247,0,22,0,18
JM Family Enterprises,2013-10,215824265320,39190,25,15,196,196,22,2,0,3
QuikTrip,2015-06,5890187327,96451,25,1238,16748,16748,0,22,0,5
J. M. Smucker,2014-12,117266245005679,149551,25,94,13397,13397,0,25,0,11
Nordstrom,2012-01,12854644836,92164,25,702,7494,7494,0,24,0,1
Nordstrom,2015-02,12854644836,89773,25,4927,323125,323126,0,24,0,4
GoDaddy.com,2015-01,8749090685,119711,25,1520,34901,34901,0,25,0,4
Sheetz,2013-07,21120170500,184133,25,2906,47478,47478,0,18,0,11
Accenture,2015-02,20341500871,118927,25,2,89,89,0,25,0,7
PCL Construction Enterprises,2015-02,109150299248234,55266,25,5,244,244,0,5,0,23
Novo Nordisk,2012-10,105548031768,72353,25,108,2807,2807,0,25,0,2
Herman Miller,2015-07,162638622561,164402,25,18,1200,1200,0,8,0,13
Salesforce.com,2013-12,5634829153,51760,25,94,2383,2383,0,24,0,21
Sherwin-Williams,2014-08,309180132920,171352,25,1392,9706,9707,0,21,0,16
GoDaddy.com,2009-11,8749090685,120616,25,17,49,49,0,12,0,0
Nugget Market,2011-02,260624001193,57385,25,47,139,139,0,23,0,0
OhioHealth,2011-06,40814021698,116776,25,16,9,9,0,15,0,0
Vanderbilt University,2013-04,99104920858,170716,25,77,2622,2622,0,25,0,12
Boston Consulting Group,2015-04,24961338115,899,25,10,845,845,0,23,0,9
Booz Allen Hamilton,2010-07,115188672790,110602,25,1,26,26,0,25,0,0
SVB Financial Group,2012-11,17979232866,64355,25,10,152,152,7,9,0,15
American Fidelity Assurance,2015-11,333011163569,75094,25,0,181,181,0,25,0,13
Microsoft,2013-12,9298666412,106300,25,31,702,702,11,17,0,10
Marriott International,2012-08,143602039041041,85710,25,916,17215,17215,0,25,0,3
Discovery Communications,2013-10,153549641890,182154,25,14,233,233,0,21,0,13
Monsanto,2015-02,44495818682,158373,25,1521,4270,4275,0,19,0,18
David Weekley Homes,2013-05,8146864018,174923,25,92,1100,1100,0,25,0,3
Build-A-Bear Workshop,2009-11,8783725165,95646,25,435,1226,1228,0,7,0,0
Navy Federal Credit Union,2013-09,160344204010636,131248,25,708,12520,12520,14,11,0,0
Discovery Communications,2013-01,153549641890,182542,25,12,48,48,0,25,0,14
MITRE,2012-06,151373044800,156488,25,3,58,58,0,2,0,1
Genentech,2014-06,146718898672043,97480,25,14,192,192,4,25,0,11
Zappos.com,2011-11,7172307686,21717,25,46,255,255,0,20,0,1
Children's Healthcare of Atlanta,2013-03,356527358185,77243,25,334,8849,8849,0,24,0,9
"ARI, Automotive Resources International",2015-12,282991730710,175700,25,18,131,131,0,3,0,2
Nordstrom,2011-07,12854644836,92245,25,402,3406,3406,0,24,0,1
Intel,2012-01,22707976849,74674,25,8995,22377,22377,8,24,0,0
Sherwin-Williams,2014-11,309180132920,171278,25,727,21254,21255,0,23,0,9
Microsoft,2011-09,9298666412,106966,25,13,38,38,25,6,0,0
St. Jude Children's Research Hospital,2011-01,6435441794,63600,25,278,1871,1871,0,25,0,0
FactSet Research Systems,2009-12,47276510407,105745,25,3,12,12,0,5,0,0
Nordstrom,2016-03,12854644836,89475,25,8686,1116749,1144722,0,23,0,13
PCL Construction Enterprises,2015-03,109150299248234,55241,25,18,398,398,0,6,0,11
Four Seasons Hotels,2014-02,106280431030,140089,25,418,14805,14805,15,25,0,6
J. M. Smucker,2013-02,117266245005679,150094,25,568,12540,12540,0,24,0,2
Discovery Communications,2014-01,153549641890,182082,25,5,116,116,0,16,0,24
DreamWorks Animation SKG,2012-05,104770457523,36377,25,951,17523,17523,6,22,0,1
Brocade Communications Systems,2014-09,111983056070,146941,25,5,119,119,16,2,0,3
Build-A-Bear Workshop,2016-04,8783725165,93879,25,475,2735,3057,0,24,0,10
Men's Wearhouse,2014-06,199928852452,82677,25,86,2825,2825,0,25,0,24
SVB Financial Group,2015-06,17979232866,63735,25,0,104,104,14,20,0,1
GoDaddy.com,2014-12,8749090685,119736,25,2161,21689,21689,0,25,0,1
American Fidelity Assurance,2015-12,333011163569,75069,25,3,317,317,0,25,0,8
OhioHealth,2015-08,40814021698,113041,25,10,794,794,0,21,0,21
Google,2013-12,104958162837,351,25,2778,22472,22475,0,21,0,14
Container Store,2011-12,59375573322,47297,25,69,286,286,0,5,0,0
Vanderbilt University,2013-03,99104920858,170741,24,276,2804,2804,0,24,0,1
Quicken Loans,2014-12,435141649940642,16458,24,0,21,21,22,2,0,1
GoDaddy.com,2012-12,8749090685,120060,24,322,2299,2299,0,24,0,9
Aéropostale,2010-05,57143807607,154957,24,841,3152,3152,0,3,0,1
Umpqua Bank,2015-05,136874746358544,97875,24,73,795,795,0,5,0,3
Herman Miller,2010-05,162638622561,165898,24,18,65,65,0,12,0,0
St. Jude Children's Research Hospital,2013-03,6435441794,62941,24,6137,265044,265048,4,20,0,12
CH2M Hill,2013-12,130017893696618,148974,24,20,246,246,0,24,0,21
Booz Allen Hamilton,2011-02,115188672790,110429,24,3,7,7,0,12,0,0
GoDaddy.com,2012-10,8749090685,120101,24,499,5470,5470,0,23,0,14
Mars,2014-08,211095382256023,180956,24,27,1191,1191,0,11,0,10
Edward Jones,2015-11,180423318637979,2301,24,2,165,165,0,7,0,18
MITRE,2011-10,151373044800,156638,24,91,29,29,0,1,0,0
Hyatt Hotels,2014-10,26114710769,185047,24,28,1601,1601,0,24,0,13
Ultimate Software,2014-07,29660886831,49925,24,35,735,735,0,17,0,14
Kimpton Hotels & Restaurants,2009-12,51530158577,38181,24,10,16,16,0,8,0,0
Arkansas Children's Hospital,2014-06,112657538333,145872,24,148,5865,5865,0,17,0,15
Chesapeake Energy,2011-05,201579567564,41567,24,1,1,1,0,5,0,0
FedEx,2013-03,150993094945648,160048,24,28277,21459,21460,0,22,0,2
World Wide Technology,2012-07,75577218799,79435,24,0,48,48,0,3,0,2
World Wide Technology,2015-11,75577218799,78012,24,9,473,473,10,24,0,9
Container Store,2014-09,59375573322,45946,24,203,14037,14037,0,24,0,15
Arkansas Children's Hospital,2011-12,112657538333,146311,24,118,781,781,0,18,0,0
Children's Healthcare of Atlanta,2014-06,356527358185,76917,24,1500,69312,69313,0,23,0,13
Men's Wearhouse,2013-12,199928852452,82938,24,373,6016,6016,0,23,0,21
Hyatt Hotels,2010-07,26114710769,185316,24,28,113,113,0,5,0,2
Millennium: The Takeda Oncology Company,2013-12,201874996515231,57865,24,0,54,54,0,3,0,13
Build-A-Bear Workshop,2010-08,8783725165,95543,24,849,1938,1938,0,15,0,0
Morningstar,2011-10,198056910214033,117605,24,0,0,0,0,24,0,0
Sheetz,2016-01,21120170500,183131,24,2957,49240,49240,0,20,0,11
Microsoft,2014-02,9298666412,106234,24,122,1787,1787,0,18,0,10
Mercedes-Benz USA,2010-06,6604386669,35002,24,631,2285,2285,0,9,0,0
Brocade Communications Systems,2012-03,111983056070,147947,24,8,43,43,0,23,0,0
Baptist Health South Florida,2014-09,127900310965,68747,24,22,1784,1784,0,20,0,12
Ernst & Young,2016-04,195665063800329,85979,24,6,220,222,7,23,0,0
QuikTrip,2015-04,5890187327,96506,24,921,12569,12569,0,22,0,5
Balfour Beatty Construction,2014-07,114292728603934,72598,24,20,267,267,16,17,0,8
Stew Leonard's,2011-03,33439252677,138382,24,154,354,354,0,16,0,1
St. Jude Children's Research Hospital,2015-10,6435441794,61569,24,4661,265029,265044,0,13,0,10
Google,2010-10,104958162837,543,24,872,4686,4686,0,2,0,6
Men's Wearhouse,2015-07,199928852452,82376,24,301,17080,17080,1,24,0,14
QuikTrip,2015-02,5890187327,96551,24,2223,19037,19037,0,22,0,23
Nugget Market,2010-12,260624001193,57422,24,30,90,90,0,14,0,3
Hitachi Data Systems,2016-04,124570004251813,110738,24,0,24,26,14,2,0,24
Publix Super Markets,2013-08,209968985766607,108560,24,334,916,916,0,24,0,21
DPR Construction,2012-11,128264243859715,35326,24,17,324,324,4,20,0,7
Four Seasons Hotels,2015-01,106280431030,139471,24,87,7402,7402,10,24,0,0
Scottrade,2015-04,15601935371,55802,24,136,5011,5011,0,24,0,1
Microsoft,2013-10,9298666412,106351,24,124,2139,2139,0,24,0,17
Monsanto,2014-12,44495818682,158415,24,2091,6815,6829,0,23,0,12
Kimpton Hotels & Restaurants,2015-06,51530158577,36901,24,192,2641,2641,0,9,0,19
