companyString,date,fbId,fbPhotoId,count(*),commentsCount,likesCount,reactionsCount,hasPlace,hasCaption,hasEvent,updatedLater
Shared Technologies- ARI,2013,328179703901867,138957,5,0,4,4,0,2,0,2
Camden Property Trust,2012,128051573873366,2703,5,18,173,173,0,2,0,1
Salesforce.com,2007,5634829153,54907,5,0,0,0,0,0,0,0
Burns & McDonnell,2016,193157160706830,50764,5,0,14,14,0,2,0,4
Alston & Bird,2012,109329898949,49203,4,0,10,10,0,1,0,0
NetApp,2015,144947005540685,2393,4,0,18,18,0,0,0,2
Stew Leonard's,2009,33439252677,138913,4,58,119,119,0,4,0,2
Hitachi Data Systems,2010,124570004251813,111729,4,3,18,18,0,2,0,0
Shared Technologies- ARI,2016,328179703901867,138946,4,1,16,16,0,4,0,2
Intel,2008,22707976849,74967,4,55,444,444,0,0,0,0
Hyatt Hotels,2008,26114710769,185425,4,4,12,12,0,3,0,1
Deloitte,2016,667369363331771,97051,4,0,1,1,0,4,0,4
SVB Financial Group,2008,17979232866,64589,4,0,0,0,0,0,0,4
DreamWorks Animation SKG,2009,104770457523,36754,4,192,782,782,0,3,0,0
Arkansas Children's Hospital,2009,112657538333,146594,4,38,83,83,0,3,0,1
CH2M Hill,2010,130017893696618,149319,4,0,0,0,0,0,0,0
Vanderbilt University,2010,99104920858,170946,4,0,30,30,0,3,0,1
Edward Jones,2013,180423318637979,2381,4,2,28,28,0,3,0,3
Methodist Hospital System,2015,113508065350010,81864,4,5,56,56,0,3,0,3
General Mills,2010,163903596981363,96154,4,1,9,9,0,2,0,0
SAS,2016,140344030787,1133,3,60,656,671,0,0,0,0
Adobe,2010,305115773870,67922,3,24,135,135,0,3,0,0
Grainger,2013,265544390144768,157446,3,1,15,15,0,1,0,3
Perkins Coie,2016,263371857101546,85932,3,0,17,17,0,1,0,3
GoDaddy.com,2008,8749090685,120641,3,1,9,9,0,0,0,3
Capital One,2010,131080263606125,133645,3,133,662,662,0,0,0,0
Intercontinental Hotels Group,2008,7933762697,133790,3,13,36,36,0,2,0,0
Grainger,2012,265544390144768,157449,3,2,2,2,0,0,0,0
Orrick Herrington & Sutcliffe,2012,123116581045529,160504,3,0,9,9,0,1,0,1
Edward Jones,2011,180423318637979,2390,2,0,5,5,0,2,0,0
Genentech,2011,146718898672043,97737,2,3,10,10,0,2,0,0
Alston & Bird,2010,109329898949,49212,2,0,2,2,0,2,0,2
Bright Horizons Family Solutions,2014,1394887180807475,109545,2,0,0,0,0,0,0,1
NetApp,2011,144947005540685,2419,2,0,9,9,0,2,0,1
Shared Technologies- ARI,2014,328179703901867,138955,2,0,3,3,0,0,0,1
Monsanto,2011,44495818682,158520,2,210,95,95,0,2,0,0
WellStar Health System,2011,94455639888,179475,2,2,1,1,0,0,0,0
National Instruments,2011,19822934020,73333,2,2,12,12,0,2,0,0
Burns & McDonnell,2011,193157160706830,51026,2,0,0,0,0,0,0,1
Build-A-Bear Workshop,2008,8783725165,95716,2,62,94,94,0,2,0,2
Roche Diagnostics,2010,116286801731230,180331,2,0,11,11,0,0,0,0
Gilbane,2012,258541740902855,146599,2,0,0,0,0,0,0,0
The Everett Clinic,2010,61452139395,112425,2,4,2,2,0,2,0,1
Starbucks,2008,22092443056,104908,1,758,4239,4242,0,0,0,1
Novo Nordisk,2009,105548031768,72532,1,0,13,13,0,0,0,1
"ARI, Automotive Resources International",2010,282991730710,177254,1,0,0,0,0,0,0,0
Cisco,2012,134134190357,117695,1,0,0,0,0,0,0,1
Gilbane,2013,258541740902855,146598,1,0,0,0,0,1,0,1
SRA International,2009,45726451297,172779,1,0,0,0,0,0,0,1
Scripps Health,2009,12150039095,84514,1,0,1,1,0,0,0,1
Salesforce.com,2008,5634829153,54906,1,0,5,5,0,0,0,0
Orrick Herrington & Sutcliffe,2013,123116581045529,160503,1,0,7,7,0,1,0,0
Ultimate Software,2008,29660886831,50763,1,0,1,1,0,1,0,1
Orrick Herrington & Sutcliffe,2011,123116581045529,160507,1,0,2,2,0,1,0,0
David Weekley Homes,2009,8146864018,175439,1,0,1,1,0,0,0,1
Edward Jones,2010,180423318637979,2392,1,1,6,6,0,0,0,1
Recreational Equipment (REI),2008,9062006483,13136,1,5,28,28,0,0,0,0
Atlantic Health,2011,91507407676,96220,1,0,0,0,0,0,0,0
SRA International,2014,45726451297,172387,1,0,0,0,0,0,0,0
NetApp,2012,144947005540685,2418,1,0,4,4,0,1,0,1
Monsanto,2012,44495818682,158519,1,571,108,108,0,0,0,0
Cooley,2010,29631010782,186108,1,0,0,0,0,0,0,1
"ARI, Automotive Resources International",2009,282991730710,177255,1,0,0,0,0,0,0,0
Cisco,2009,134134190357,117696,1,0,0,0,0,0,0,1
Ultimate Software,2009,29660886831,50762,1,0,0,0,0,1,0,0
Navy Federal Credit Union,2010,160344204010636,132470,1,3,8,8,0,0,0,0
Robert W. Baird,2010,148731991811588,45029,1,0,0,0,0,0,0,0
Alston & Bird,2014,109329898949,49197,1,0,0,0,0,0,0,0
Nordstrom,2008,12854644836,93859,1,8,39,39,0,1,0,0
Google,2009,104958162837,738,1,999,3862,3871,0,0,0,1
